Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-05-19 13:50:26.448860,2021-05-19 13:50:29.275054,0:00:02.826194
G1A2: nod head,Active,Forward,2021-05-19 13:50:39.339048,2021-05-19 13:50:41.371759,0:00:02.032711
G1A2: nod head,Active,Forward,2021-05-19 13:50:47.514725,2021-05-19 13:50:49.645372,0:00:02.130647
G1A2: nod head,Active,Backward,2021-05-19 13:50:56.013913,2021-05-19 13:50:58.004745,0:00:01.990832
G1A2: nod head,Passive,Forward,2021-05-19 13:51:06.312003,2021-05-19 13:51:08.639027,0:00:02.327024
G1A2: nod head,Passive,Backward,2021-05-19 13:51:14.815514,2021-05-19 13:51:17.028033,0:00:02.212519
G2A2: bow,Active,Forward,2021-05-19 13:51:28.253960,2021-05-19 13:51:31.408238,0:00:03.154278
G2A2: bow,Active,Backward,2021-05-19 13:51:37.547771,2021-05-19 13:51:40.145280,0:00:02.597509
G2A2: bow,Passive,Forward,2021-05-19 13:51:47.747329,2021-05-19 13:51:50.327704,0:00:02.580375
G2A2: bow,Passive,Backward,2021-05-19 13:52:05.990866,2021-05-19 13:52:08.565148,0:00:02.574282
G3A2: shake hands,Active,Forward,2021-05-19 13:52:26.900360,2021-05-19 13:52:30.384767,0:00:03.484407
G3A2: shake hands,Active,Backward,2021-05-19 13:52:55.320832,2021-05-19 13:52:58.526300,0:00:03.205468
G3A2: shake hands,Passive,Forward,2021-05-19 13:53:11.660244,2021-05-19 13:53:14.717330,0:00:03.057086
G3A2: shake hands,Passive,Backward,2021-05-19 13:53:26.307272,2021-05-19 13:53:29.536374,0:00:03.229102
G4A2: rock-paper-scissors,Active,Forward,2021-05-19 13:53:55.617798,2021-05-19 13:54:00.880305,0:00:05.262507
G4A2: rock-paper-scissors,Active,Backward,2021-05-19 13:54:07.419247,2021-05-19 13:54:12.240297,0:00:04.821050
G4A2: rock-paper-scissors,Passive,Forward,2021-05-19 13:54:22.986368,2021-05-19 13:54:28.713302,0:00:05.726934
G4A2: rock-paper-scissors,Passive,Backward,2021-05-19 13:54:33.310645,2021-05-19 13:54:38.963295,0:00:05.652650
G5A2: touch elbows,Active,Forward,2021-05-19 13:54:49.881507,2021-05-19 13:54:53.690160,0:00:03.808653
G5A2: touch elbows,Active,Backward,2021-05-19 13:55:21.928837,2021-05-19 13:55:25.707109,0:00:03.778272
G5A2: touch elbows,Passive,Forward,2021-05-19 13:55:32.081141,2021-05-19 13:55:35.530653,0:00:03.449512
