Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-25 10:17:11.549093,2021-06-25 10:17:14.230212,0:00:02.681119
G1A2: nod head,Active,Backward,2021-06-25 10:17:29.210203,2021-06-25 10:17:33.206093,0:00:03.995890
G1A2: nod head,Passive,Forward,2021-06-25 10:17:44.571406,2021-06-25 10:17:46.773173,0:00:02.201767
G1A2: nod head,Passive,Backward,2021-06-25 10:17:53.154502,2021-06-25 10:17:55.845985,0:00:02.691483
G2A2: bow,Active,Forward,2021-06-25 10:19:16.026683,2021-06-25 10:19:18.920453,0:00:02.893770
G2A2: bow,Active,Backward,2021-06-25 10:19:24.321364,2021-06-25 10:19:28.971317,0:00:04.649953
G2A2: bow,Active,Backward,2021-06-25 10:19:42.591014,2021-06-25 10:19:45.246499,0:00:02.655485
G2A2: bow,Passive,Forward,2021-06-25 10:19:52.791999,2021-06-25 10:19:55.776513,0:00:02.984514
G2A2: bow,Passive,Backward,2021-06-25 10:19:59.991503,2021-06-25 10:20:02.544644,0:00:02.553141
G3A2: shake hands,Active,Forward,2021-06-25 10:20:12.973749,2021-06-25 10:20:16.116587,0:00:03.142838
G3A2: shake hands,Active,Backward,2021-06-25 10:20:20.977984,2021-06-25 10:20:23.638032,0:00:02.660048
G3A2: shake hands,Passive,Forward,2021-06-25 10:20:29.428161,2021-06-25 10:20:32.615901,0:00:03.187740
G3A2: shake hands,Passive,Backward,2021-06-25 10:20:37.453604,2021-06-25 10:20:40.123464,0:00:02.669860
G4A2: rock-paper-scissors,Active,Forward,2021-06-25 10:20:53.398594,2021-06-25 10:20:59.059425,0:00:05.660831
G4A2: rock-paper-scissors,Active,Backward,2021-06-25 10:21:04.505497,2021-06-25 10:21:08.945914,0:00:04.440417
G4A2: rock-paper-scissors,Passive,Forward,2021-06-25 10:21:20.249103,2021-06-25 10:21:24.786469,0:00:04.537366
G4A2: rock-paper-scissors,Passive,Backward,2021-06-25 10:21:28.454009,2021-06-25 10:21:32.946492,0:00:04.492483
G5A2: touch elbows,Active,Forward,2021-06-25 10:21:50.518641,2021-06-25 10:21:52.986086,0:00:02.467445
G5A2: touch elbows,Active,Backward,2021-06-25 10:21:56.525671,2021-06-25 10:21:59.263062,0:00:02.737391
G5A2: touch elbows,Passive,Forward,2021-06-25 10:22:04.161165,2021-06-25 10:22:06.710884,0:00:02.549719
G5A2: touch elbows,Passive,Backward,2021-06-25 10:22:10.018851,2021-06-25 10:22:12.636001,0:00:02.617150
