Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-20 14:18:23.767286,2021-06-20 14:18:26.453855,0:00:02.686569
G1A2: nod head,Active,Forward,2021-06-20 14:19:26.992815,2021-06-20 14:19:30.021339,0:00:03.028524
G1A2: nod head,Active,Backward,2021-06-20 14:19:38.493682,2021-06-20 14:19:40.968180,0:00:02.474498
G1A2: nod head,Passive,Forward,2021-06-20 14:19:48.626748,2021-06-20 14:19:50.711495,0:00:02.084747
G1A2: nod head,Passive,Backward,2021-06-20 14:19:56.783593,2021-06-20 14:19:58.813183,0:00:02.029590
G2A2: bow,Active,Forward,2021-06-20 14:20:21.360351,2021-06-20 14:20:24.063816,0:00:02.703465
G2A2: bow,Active,Backward,2021-06-20 14:20:29.675315,2021-06-20 14:20:31.905515,0:00:02.230200
G2A2: bow,Passive,Forward,2021-06-20 14:20:38.387236,2021-06-20 14:20:40.591609,0:00:02.204373
G2A2: bow,Passive,Backward,2021-06-20 14:20:45.779101,2021-06-20 14:20:47.581149,0:00:01.802048
G3A2: shake hands,Active,Forward,2021-06-20 14:20:56.712418,2021-06-20 14:20:59.514281,0:00:02.801863
G3A2: shake hands,Active,Backward,2021-06-20 14:21:16.973107,2021-06-20 14:21:19.709115,0:00:02.736008
G3A2: shake hands,Passive,Forward,2021-06-20 14:21:28.577190,2021-06-20 14:21:32.181766,0:00:03.604576
G3A2: shake hands,Passive,Backward,2021-06-20 14:21:37.765458,2021-06-20 14:21:41.268916,0:00:03.503458
G4A2: rock-paper-scissors,Active,Forward,2021-06-20 14:22:11.988867,2021-06-20 14:22:17.789867,0:00:05.801000
G4A2: rock-paper-scissors,Active,Backward,2021-06-20 14:22:23.493479,2021-06-20 14:22:29.663376,0:00:06.169897
G4A2: rock-paper-scissors,Passive,Forward,2021-06-20 14:22:36.154412,2021-06-20 14:22:41.496178,0:00:05.341766
G4A2: rock-paper-scissors,Passive,Backward,2021-06-20 14:22:47.879666,2021-06-20 14:22:53.770841,0:00:05.891175
G5A2: touch elbows,Active,Forward,2021-06-20 14:23:05.875698,2021-06-20 14:23:08.431225,0:00:02.555527
G5A2: touch elbows,Active,Backward,2021-06-20 14:23:14.061876,2021-06-20 14:23:15.954054,0:00:01.892178
G5A2: touch elbows,Passive,Forward,2021-06-20 14:23:24.741635,2021-06-20 14:23:27.223646,0:00:02.482011
G5A2: touch elbows,Passive,Backward,2021-06-20 14:23:33.058776,2021-06-20 14:23:35.229674,0:00:02.170898
G6A2: wave hand,Active,Forward,2021-06-20 14:23:49.728972,2021-06-20 14:23:52.046786,0:00:02.317814
G6A2: wave hand,Active,Backward,2021-06-20 14:23:57.217645,2021-06-20 14:23:59.757236,0:00:02.539591
G6A2: wave hand,Passive,Forward,2021-06-20 14:24:06.845204,2021-06-20 14:24:09.154859,0:00:02.309655
G6A2: wave hand,Passive,Backward,2021-06-20 14:24:14.309018,2021-06-20 14:24:16.979643,0:00:02.670625
G7A2: fist bumping,Active,Forward,2021-06-20 14:24:31.060014,2021-06-20 14:24:33.304302,0:00:02.244288
G7A2: fist bumping,Active,Backward,2021-06-20 14:24:38.123010,2021-06-20 14:24:39.941714,0:00:01.818704
G7A2: fist bumping,Passive,Forward,2021-06-20 14:24:45.898804,2021-06-20 14:24:47.987154,0:00:02.088350
G7A2: fist bumping,Passive,Backward,2021-06-20 14:24:52.796932,2021-06-20 14:24:54.517884,0:00:01.720952
G8A2: smack on back,Active,Forward,2021-06-20 14:26:38.610443,2021-06-20 14:26:42.198978,0:00:03.588535
G8A2: smack on back,Active,Backward,2021-06-20 14:26:46.919314,2021-06-20 14:26:49.712592,0:00:02.793278
G8A2: smack on back,Passive,Forward,2021-06-20 14:27:00.102954,2021-06-20 14:27:04.789326,0:00:04.686372
G8A2: smack on back,Passive,Backward,2021-06-20 14:27:09.148969,2021-06-20 14:27:13.426978,0:00:04.278009
G9A2: giving object,Active,Forward,2021-06-20 14:28:26.410629,2021-06-20 14:28:28.901856,0:00:02.491227
G9A2: giving object,Active,Backward,2021-06-20 14:28:35.179148,2021-06-20 14:28:37.374577,0:00:02.195429
G9A2: giving object,Passive,Forward,2021-06-20 14:28:45.421203,2021-06-20 14:28:47.619638,0:00:02.198435
G9A2: giving object,Passive,Backward,2021-06-20 14:28:54.798835,2021-06-20 14:28:57.297197,0:00:02.498362
G10A2: exchange object,Active,Forward,2021-06-20 14:29:20.957597,2021-06-20 14:29:24.522468,0:00:03.564871
G10A2: exchange object,Active,Backward,2021-06-20 14:29:32.468229,2021-06-20 14:29:34.987374,0:00:02.519145
G10A2: exchange object,Passive,Forward,2021-06-20 14:29:42.372271,2021-06-20 14:29:45.870991,0:00:03.498720
G10A2: exchange object,Passive,Backward,2021-06-20 14:29:51.279553,2021-06-20 14:29:54.295132,0:00:03.015579
G11A2: clapping; hushing,Active,Forward,2021-06-20 14:30:24.611480,2021-06-20 14:30:27.134622,0:00:02.523142
G11A2: clapping; hushing,Active,Backward,2021-06-20 14:30:32.982436,2021-06-20 14:30:34.968502,0:00:01.986066
G11A2: clapping; hushing,Passive,Forward,2021-06-20 14:30:43.584034,2021-06-20 14:30:46.304239,0:00:02.720205
G11A2: clapping; hushing,Passive,Backward,2021-06-20 14:30:51.754548,2021-06-20 14:30:53.711827,0:00:01.957279
G12A2: drink water; brush teeth,Active,Forward,2021-06-20 14:31:43.456360,2021-06-20 14:31:46.561674,0:00:03.105314
G12A2: drink water; brush teeth,Active,Backward,2021-06-20 14:31:53.346529,2021-06-20 14:31:56.319886,0:00:02.973357
G12A2: drink water; brush teeth,Passive,Forward,2021-06-20 14:32:04.484476,2021-06-20 14:32:07.498260,0:00:03.013784
G12A2: drink water; brush teeth,Passive,Backward,2021-06-20 14:32:13.471896,2021-06-20 14:32:16.495249,0:00:03.023353
G13A2: stand up; jump up,Active,Forward,2021-06-20 14:32:50.272759,2021-06-20 14:32:52.665303,0:00:02.392544
G13A2: stand up; jump up,Active,Backward,2021-06-20 14:33:01.071331,2021-06-20 14:33:02.939316,0:00:01.867985
G13A2: stand up; jump up,Passive,Forward,2021-06-20 14:34:34.447020,2021-06-20 14:34:36.003588,0:00:01.556568
G13A2: stand up; jump up,Passive,Backward,2021-06-20 14:34:44.050136,2021-06-20 14:34:46.229976,0:00:02.179840
G14A2: take off a hat; play a phone,Active,Forward,2021-06-20 14:35:11.572067,2021-06-20 14:35:14.732960,0:00:03.160893
G14A2: take off a hat; play a phone,Active,Backward,2021-06-20 14:35:26.197824,2021-06-20 14:35:28.958843,0:00:02.761019
G14A2: take off a hat; play a phone,Passive,Forward,2021-06-20 14:35:40.544415,2021-06-20 14:35:43.763768,0:00:03.219353
G14A2: take off a hat; play a phone,Passive,Backward,2021-06-20 14:35:49.122880,2021-06-20 14:35:51.375963,0:00:02.253083
G15A2: take a selfie; wipe face,Active,Forward,2021-06-20 14:36:15.268415,2021-06-20 14:36:18.635744,0:00:03.367329
G15A2: take a selfie; wipe face,Active,Backward,2021-06-20 14:36:23.827726,2021-06-20 14:36:26.526161,0:00:02.698435
G15A2: take a selfie; wipe face,Passive,Forward,2021-06-20 14:36:44.446618,2021-06-20 14:36:47.297681,0:00:02.851063
G15A2: take a selfie; wipe face,Passive,Backward,2021-06-20 14:36:52.091678,2021-06-20 14:36:54.680933,0:00:02.589255
G16A2: cross hands in front; throat-slitting,Active,Forward,2021-06-20 14:37:24.693664,2021-06-20 14:37:28.154077,0:00:03.460413
