Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-22 10:42:31.460514,2021-06-22 10:42:33.244581,0:00:01.784067
G1A2: nod head,Active,Backward,2021-06-22 10:42:39.006225,2021-06-22 10:42:40.723602,0:00:01.717377
G1A2: nod head,Passive,Forward,2021-06-22 10:42:47.038860,2021-06-22 10:42:49.355414,0:00:02.316554
G1A2: nod head,Passive,Backward,2021-06-22 10:42:54.035444,2021-06-22 10:42:55.895876,0:00:01.860432
G2A2: bow,Active,Forward,2021-06-22 10:43:22.093346,2021-06-22 10:43:25.378425,0:00:03.285079
G2A2: bow,Active,Backward,2021-06-22 10:43:33.081521,2021-06-22 10:43:36.831043,0:00:03.749522
G2A2: bow,Passive,Forward,2021-06-22 10:43:42.763763,2021-06-22 10:43:46.550363,0:00:03.786600
G2A2: bow,Passive,Backward,2021-06-22 10:43:50.338609,2021-06-22 10:43:53.720902,0:00:03.382293
G3A2: shake hands,Active,Forward,2021-06-22 10:44:09.357404,2021-06-22 10:44:13.438192,0:00:04.080788
G3A2: shake hands,Active,Backward,2021-06-22 10:44:26.188096,2021-06-22 10:44:30.276481,0:00:04.088385
G3A2: shake hands,Passive,Forward,2021-06-22 10:44:35.773261,2021-06-22 10:44:40.175851,0:00:04.402590
G3A2: shake hands,Passive,Backward,2021-06-22 10:44:44.810980,2021-06-22 10:44:48.223364,0:00:03.412384
G4A2: rock-paper-scissors,Active,Forward,2021-06-22 10:45:16.156325,2021-06-22 10:45:19.946847,0:00:03.790522
G4A2: rock-paper-scissors,Active,Backward,2021-06-22 10:45:24.876010,2021-06-22 10:45:28.272708,0:00:03.396698
G4A2: rock-paper-scissors,Passive,Forward,2021-06-22 10:45:34.634804,2021-06-22 10:45:38.121235,0:00:03.486431
G4A2: rock-paper-scissors,Passive,Backward,2021-06-22 10:45:42.957902,2021-06-22 10:45:45.875278,0:00:02.917376
G5A2: touch elbows,Active,Forward,2021-06-22 10:46:02.309461,2021-06-22 10:46:05.241101,0:00:02.931640
G5A2: touch elbows,Active,Backward,2021-06-22 10:46:10.041930,2021-06-22 10:46:13.131141,0:00:03.089211
G5A2: touch elbows,Passive,Forward,2021-06-22 10:46:18.711313,2021-06-22 10:46:21.884397,0:00:03.173084
G5A2: touch elbows,Passive,Backward,2021-06-22 10:46:25.956108,2021-06-22 10:46:29.435803,0:00:03.479695
G6A2: wave hand,Active,Forward,2021-06-22 10:46:51.081473,2021-06-22 10:46:53.968892,0:00:02.887419
G6A2: wave hand,Active,Backward,2021-06-22 10:46:57.907084,2021-06-22 10:47:01.010435,0:00:03.103351
G6A2: wave hand,Passive,Forward,2021-06-22 10:47:06.073462,2021-06-22 10:47:09.238377,0:00:03.164915
G6A2: wave hand,Passive,Backward,2021-06-22 10:47:12.703944,2021-06-22 10:47:15.786965,0:00:03.083021
G7A2: fist bumping,Active,Forward,2021-06-22 10:47:23.766941,2021-06-22 10:47:26.203702,0:00:02.436761
G7A2: fist bumping,Active,Backward,2021-06-22 10:47:29.864368,2021-06-22 10:47:32.217952,0:00:02.353584
G7A2: fist bumping,Passive,Forward,2021-06-22 10:47:38.908941,2021-06-22 10:47:41.623686,0:00:02.714745
G7A2: fist bumping,Passive,Backward,2021-06-22 10:47:45.418757,2021-06-22 10:47:48.130295,0:00:02.711538
G8A2: pat on shoulders,Active,Forward,2021-06-22 10:48:14.196813,2021-06-22 10:48:17.530770,0:00:03.333957
G8A2: pat on shoulders,Active,Backward,2021-06-22 10:48:22.588276,2021-06-22 10:48:26.825275,0:00:04.236999
G8A2: pat on shoulders,Passive,Forward,2021-06-22 10:48:32.684175,2021-06-22 10:48:35.736835,0:00:03.052660
G8A2: pat on shoulders,Passive,Backward,2021-06-22 10:48:39.186881,2021-06-22 10:48:42.598578,0:00:03.411697
G9A2: giving object,Active,Forward,2021-06-22 10:49:13.566384,2021-06-22 10:49:16.663929,0:00:03.097545
G9A2: giving object,Active,Backward,2021-06-22 10:49:21.883822,2021-06-22 10:49:24.748240,0:00:02.864418
G9A2: giving object,Passive,Forward,2021-06-22 10:49:29.601481,2021-06-22 10:49:32.210732,0:00:02.609251
G9A2: giving object,Passive,Backward,2021-06-22 10:49:36.261317,2021-06-22 10:49:39.103258,0:00:02.841941
G10A2: exchange object,Active,Forward,2021-06-22 10:49:53.646160,2021-06-22 10:49:56.826315,0:00:03.180155
G10A2: exchange object,Active,Backward,2021-06-22 10:50:00.590848,2021-06-22 10:50:03.822872,0:00:03.232024
G10A2: exchange object,Passive,Forward,2021-06-22 10:50:08.804035,2021-06-22 10:50:12.125441,0:00:03.321406
G10A2: exchange object,Passive,Backward,2021-06-22 10:50:15.877500,2021-06-22 10:50:18.636516,0:00:02.759016
G11A2: clapping; hushing,Active,Forward,2021-06-22 10:50:47.113782,2021-06-22 10:50:50.181290,0:00:03.067508
G11A2: clapping; hushing,Active,Backward,2021-06-22 10:50:54.388648,2021-06-22 10:50:57.177729,0:00:02.789081
G11A2: clapping; hushing,Passive,Forward,2021-06-22 10:51:02.286800,2021-06-22 10:51:04.858091,0:00:02.571291
G11A2: clapping; hushing,Passive,Backward,2021-06-22 10:51:08.646353,2021-06-22 10:51:11.818935,0:00:03.172582
G12A2: drink water; brush teeth,Active,Forward,2021-06-22 10:51:29.488863,2021-06-22 10:51:32.833623,0:00:03.344760
G12A2: drink water; brush teeth,Active,Backward,2021-06-22 10:51:37.925950,2021-06-22 10:51:41.024536,0:00:03.098586
G12A2: drink water; brush teeth,Passive,Forward,2021-06-22 10:51:49.056036,2021-06-22 10:51:51.665948,0:00:02.609912
G12A2: drink water; brush teeth,Passive,Backward,2021-06-22 10:51:55.627647,2021-06-22 10:51:57.726107,0:00:02.098460
G13A2: stand up; jump up,Active,Forward,2021-06-22 10:52:31.071919,2021-06-22 10:52:32.867346,0:00:01.795427
G13A2: stand up; jump up,Active,Backward,2021-06-22 10:52:55.160761,2021-06-22 10:52:57.118654,0:00:01.957893
G13A2: stand up; jump up,Passive,Forward,2021-06-22 10:53:04.340956,2021-06-22 10:53:06.096106,0:00:01.755150
G13A2: stand up; jump up,Passive,Backward,2021-06-22 10:53:12.771453,2021-06-22 10:53:14.811098,0:00:02.039645
G14A2: take off a hat; play a phone,Active,Forward,2021-06-22 10:53:39.921597,2021-06-22 10:53:42.905644,0:00:02.984047
G14A2: take off a hat; play a phone,Active,Backward,2021-06-22 10:53:48.433325,2021-06-22 10:53:50.788994,0:00:02.355669
G14A2: take off a hat; play a phone,Passive,Forward,2021-06-22 10:54:00.224335,2021-06-22 10:54:02.653730,0:00:02.429395
G14A2: take off a hat; play a phone,Passive,Backward,2021-06-22 10:54:07.911064,2021-06-22 10:54:10.550833,0:00:02.639769
G15A2: take a selfie; wipe face,Active,Forward,2021-06-22 10:54:33.539605,2021-06-22 10:54:36.868667,0:00:03.329062
G15A2: take a selfie; wipe face,Active,Backward,2021-06-22 10:54:41.429350,2021-06-22 10:54:44.240854,0:00:02.811504
G15A2: take a selfie; wipe face,Passive,Forward,2021-06-22 10:54:55.626990,2021-06-22 10:54:58.385573,0:00:02.758583
G15A2: take a selfie; wipe face,Passive,Backward,2021-06-22 10:55:04.491334,2021-06-22 10:55:07.116095,0:00:02.624761
G16A2: cross hands in front; throat-slitting,Active,Forward,2021-06-22 10:55:25.401391,2021-06-22 10:55:28.310714,0:00:02.909323
G16A2: cross hands in front; throat-slitting,Active,Backward,2021-06-22 10:55:32.780677,2021-06-22 10:55:35.570627,0:00:02.789950
G16A2: cross hands in front; throat-slitting,Passive,Forward,2021-06-22 10:55:41.939819,2021-06-22 10:55:44.465623,0:00:02.525804
G16A2: cross hands in front; throat-slitting,Passive,Backward,2021-06-22 10:55:48.359809,2021-06-22 10:55:51.141099,0:00:02.781290
G17A2: crawling; open bottle,Active,Forward,2021-06-22 10:56:31.528674,2021-06-22 10:56:36.606205,0:00:05.077531
G17A2: crawling; open bottle,Active,Backward,2021-06-22 10:56:43.282848,2021-06-22 10:56:47.773493,0:00:04.490645
G17A2: crawling; open bottle,Passive,Forward,2021-06-22 10:56:56.046166,2021-06-22 10:56:59.488474,0:00:03.442308
G17A2: crawling; open bottle,Passive,Backward,2021-06-22 10:57:05.174558,2021-06-22 10:57:08.488591,0:00:03.314033
G18A2: sneeze; yawn,Active,Forward,2021-06-22 10:57:52.851762,2021-06-22 10:57:55.424810,0:00:02.573048
G18A2: sneeze; yawn,Active,Backward,2021-06-22 10:57:59.706240,2021-06-22 10:58:01.911245,0:00:02.205005
G18A2: sneeze; yawn,Passive,Forward,2021-06-22 10:58:07.986526,2021-06-22 10:58:11.151838,0:00:03.165312
G18A2: sneeze; yawn,Passive,Backward,2021-06-22 10:58:15.075376,2021-06-22 10:58:17.961500,0:00:02.886124
G19A2: self-cutting with knife; take off headphone,Active,Forward,2021-06-22 10:58:47.939290,2021-06-22 10:58:50.541429,0:00:02.602139
G19A2: self-cutting with knife; take off headphone,Active,Backward,2021-06-22 10:58:54.561704,2021-06-22 10:58:57.149552,0:00:02.587848
G19A2: self-cutting with knife; take off headphone,Passive,Forward,2021-06-22 10:59:07.094536,2021-06-22 10:59:09.321815,0:00:02.227279
G19A2: self-cutting with knife; take off headphone,Passive,Backward,2021-06-22 10:59:14.362374,2021-06-22 10:59:16.596068,0:00:02.233694
G20A2: stretch oneself; flick hair,Active,Forward,2021-06-22 10:59:41.946913,2021-06-22 10:59:45.134585,0:00:03.187672
G20A2: stretch oneself; flick hair,Active,Backward,2021-06-22 10:59:49.477061,2021-06-22 10:59:52.094188,0:00:02.617127
G20A2: stretch oneself; flick hair,Passive,Forward,2021-06-22 11:00:06.030319,2021-06-22 11:00:07.978507,0:00:01.948188
G20A2: stretch oneself; flick hair,Passive,Backward,2021-06-22 11:00:12.328752,2021-06-22 11:00:14.864536,0:00:02.535784
G21A2: thumb up; thumb down,Active,Forward,2021-06-22 11:00:28.881924,2021-06-22 11:00:30.591350,0:00:01.709426
G21A2: thumb up; thumb down,Active,Backward,2021-06-22 11:00:35.085532,2021-06-22 11:00:37.304122,0:00:02.218590
G21A2: thumb up; thumb down,Passive,Forward,2021-06-22 11:00:43.882777,2021-06-22 11:00:47.774320,0:00:03.891543
G21A2: thumb up; thumb down,Passive,Backward,2021-06-22 11:00:50.571662,2021-06-22 11:00:52.791035,0:00:02.219373
G22A2: make ok sign; make victory sign,Active,Forward,2021-06-22 11:01:03.359831,2021-06-22 11:01:05.279699,0:00:01.919868
G22A2: make ok sign; make victory sign,Active,Backward,2021-06-22 11:01:09.352713,2021-06-22 11:01:11.166615,0:00:01.813902
G22A2: make ok sign; make victory sign,Passive,Forward,2021-06-22 11:01:16.769462,2021-06-22 11:01:18.621855,0:00:01.852393
G22A2: make ok sign; make victory sign,Passive,Backward,2021-06-22 11:01:23.151594,2021-06-22 11:01:24.861772,0:00:01.710178
G23A2: cutting nails; cutting paper,Active,Forward,2021-06-22 11:02:02.602761,2021-06-22 11:02:06.186659,0:00:03.583898
G23A2: cutting nails; cutting paper,Active,Backward,2021-06-22 11:02:12.795375,2021-06-22 11:02:16.101683,0:00:03.306308
G23A2: cutting nails; cutting paper,Passive,Forward,2021-06-22 11:02:25.199706,2021-06-22 11:02:28.236374,0:00:03.036668
G23A2: cutting nails; cutting paper,Passive,Backward,2021-06-22 11:02:32.737120,2021-06-22 11:02:35.302354,0:00:02.565234
G24A2: squat down; toss a coin,Active,Forward,2021-06-22 11:03:02.192844,2021-06-22 11:03:05.145034,0:00:02.952190
G24A2: squat down; toss a coin,Active,Backward,2021-06-22 11:03:09.712409,2021-06-22 11:03:12.014658,0:00:02.302249
G24A2: squat down; toss a coin,Passive,Forward,2021-06-22 11:03:22.927471,2021-06-22 11:03:25.356291,0:00:02.428820
G24A2: squat down; toss a coin,Passive,Backward,2021-06-22 11:03:29.264412,2021-06-22 11:03:31.280546,0:00:02.016134
G24A2: squat down; toss a coin,Passive,Backward,2021-06-22 11:03:42.075264,2021-06-22 11:03:43.995448,0:00:01.920184
G25A2: fold paper; ball up paper,Active,Forward,2021-06-22 11:04:10.139892,2021-06-22 11:04:15.764187,0:00:05.624295
G25A2: fold paper; ball up paper,Active,Backward,2021-06-22 11:04:26.745208,2021-06-22 11:04:30.419720,0:00:03.674512
G25A2: fold paper; ball up paper,Passive,Forward,2021-06-22 11:04:38.129901,2021-06-22 11:04:41.481463,0:00:03.351562
G25A2: fold paper; ball up paper,Passive,Backward,2021-06-22 11:04:45.608863,2021-06-22 11:04:48.209489,0:00:02.600626
G26A2: play magic cube; surrender,Active,Forward,2021-06-22 11:05:03.187297,2021-06-22 11:05:06.074241,0:00:02.886944
G26A2: play magic cube; surrender,Active,Backward,2021-06-22 11:05:10.807643,2021-06-22 11:05:13.530373,0:00:02.722730
G26A2: play magic cube; surrender,Passive,Forward,2021-06-22 11:05:22.072671,2021-06-22 11:05:25.199415,0:00:03.126744
G26A2: play magic cube; surrender,Passive,Backward,2021-06-22 11:05:29.212668,2021-06-22 11:05:31.139954,0:00:01.927286
G27A2: apply cream on face; apply cream on hand,Active,Forward,2021-06-22 11:06:08.301942,2021-06-22 11:06:12.727769,0:00:04.425827
G27A2: apply cream on face; apply cream on hand,Active,Backward,2021-06-22 11:06:17.160265,2021-06-22 11:06:21.307604,0:00:04.147339
G27A2: apply cream on face; apply cream on hand,Passive,Forward,2021-06-22 11:06:28.597700,2021-06-22 11:06:31.011797,0:00:02.414097
G27A2: apply cream on face; apply cream on hand,Passive,Backward,2021-06-22 11:06:34.747911,2021-06-22 11:06:37.394836,0:00:02.646925
G28A2: put on bag; take off bag,Active,Forward,2021-06-22 11:07:16.740594,2021-06-22 11:07:19.312580,0:00:02.571986
G28A2: put on bag; take off bag,Active,Backward,2021-06-22 11:07:24.719911,2021-06-22 11:07:27.067325,0:00:02.347414
G28A2: put on bag; take off bag,Passive,Forward,2021-06-22 11:07:34.035775,2021-06-22 11:07:36.863478,0:00:02.827703
G28A2: put on bag; take off bag,Passive,Backward,2021-06-22 11:07:41.647444,2021-06-22 11:07:44.197389,0:00:02.549945
G29A2: put object into bag; take object out of bag,Active,Forward,2021-06-22 11:08:01.942372,2021-06-22 11:08:04.402329,0:00:02.459957
G29A2: put object into bag; take object out of bag,Active,Forward,2021-06-22 11:08:34.170256,2021-06-22 11:08:38.437674,0:00:04.267418
G29A2: put object into bag; take object out of bag,Active,Backward,2021-06-22 11:08:43.103497,2021-06-22 11:08:46.927876,0:00:03.824379
G29A2: put object into bag; take object out of bag,Passive,Forward,2021-06-22 11:09:00.435636,2021-06-22 11:09:05.211889,0:00:04.776253
G29A2: put object into bag; take object out of bag,Passive,Backward,2021-06-22 11:09:10.770012,2021-06-22 11:09:14.198014,0:00:03.428002
G30A2: open a box; yelling,Active,Forward,2021-06-22 11:09:39.795458,2021-06-22 11:09:44.152357,0:00:04.356899
