Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-18 19:18:47.340669,2021-06-18 19:18:50.045389,0:00:02.704720
G1A2: nod head,Active,Backward,2021-06-18 19:19:10.812932,2021-06-18 19:19:13.221748,0:00:02.408816
G1A2: nod head,Passive,Forward,2021-06-18 19:19:20.911802,2021-06-18 19:19:23.428300,0:00:02.516498
G1A2: nod head,Passive,Backward,2021-06-18 19:19:28.718216,2021-06-18 19:19:30.922468,0:00:02.204252
G2A2: bow,Active,Forward,2021-06-18 19:19:48.164097,2021-06-18 19:19:51.228274,0:00:03.064177
G2A2: bow,Active,Backward,2021-06-18 19:19:55.351459,2021-06-18 19:19:58.350581,0:00:02.999122
G2A2: bow,Passive,Forward,2021-06-18 19:20:03.158992,2021-06-18 19:20:05.699234,0:00:02.540242
G2A2: bow,Passive,Backward,2021-06-18 19:20:09.289926,2021-06-18 19:20:11.919903,0:00:02.629977
G3A2: shake hands,Active,Forward,2021-06-18 19:20:18.258228,2021-06-18 19:20:20.845193,0:00:02.586965
G3A2: shake hands,Active,Backward,2021-06-18 19:20:25.644672,2021-06-18 19:20:29.015789,0:00:03.371117
G3A2: shake hands,Passive,Forward,2021-06-18 19:20:35.382823,2021-06-18 19:20:39.561558,0:00:04.178735
G3A2: shake hands,Passive,Backward,2021-06-18 19:20:43.239952,2021-06-18 19:20:46.651739,0:00:03.411787
G4A2: rock-paper-scissors,Active,Forward,2021-06-18 19:21:01.765760,2021-06-18 19:21:04.976702,0:00:03.210942
G4A2: rock-paper-scissors,Active,Backward,2021-06-18 19:21:15.422900,2021-06-18 19:21:19.182032,0:00:03.759132
G4A2: rock-paper-scissors,Passive,Forward,2021-06-18 19:21:28.118429,2021-06-18 19:21:30.690498,0:00:02.572069
G4A2: rock-paper-scissors,Passive,Backward,2021-06-18 19:21:38.497951,2021-06-18 19:21:40.714833,0:00:02.216882
G5A2: touch elbows,Active,Forward,2021-06-18 19:21:58.567943,2021-06-18 19:22:01.328988,0:00:02.761045
G5A2: touch elbows,Active,Backward,2021-06-18 19:22:09.740770,2021-06-18 19:22:12.411994,0:00:02.671224
G5A2: touch elbows,Passive,Forward,2021-06-18 19:22:18.427543,2021-06-18 19:22:21.081910,0:00:02.654367
G5A2: touch elbows,Passive,Backward,2021-06-18 19:22:24.711846,2021-06-18 19:22:27.046650,0:00:02.334804
G6A2: wave hand,Active,Forward,2021-06-18 19:22:37.367920,2021-06-18 19:22:39.930013,0:00:02.562093
G6A2: wave hand,Active,Backward,2021-06-18 19:22:43.099004,2021-06-18 19:22:45.761815,0:00:02.662811
G6A2: wave hand,Passive,Forward,2021-06-18 19:22:51.078498,2021-06-18 19:22:53.851058,0:00:02.772560
G6A2: wave hand,Passive,Backward,2021-06-18 19:22:57.215877,2021-06-18 19:22:59.936268,0:00:02.720391
G7A2: fist bumping,Active,Forward,2021-06-18 19:23:09.535322,2021-06-18 19:23:12.127628,0:00:02.592306
G7A2: fist bumping,Active,Backward,2021-06-18 19:23:23.118369,2021-06-18 19:23:25.486344,0:00:02.367975
G7A2: fist bumping,Passive,Forward,2021-06-18 19:23:30.220074,2021-06-18 19:23:32.623635,0:00:02.403561
G7A2: fist bumping,Passive,Backward,2021-06-18 19:23:36.447528,2021-06-18 19:23:38.864118,0:00:02.416590
G8A2: pat on back,Active,Forward,2021-06-18 19:23:58.105624,2021-06-18 19:24:01.463780,0:00:03.358156
G8A2: pat on back,Active,Backward,2021-06-18 19:24:06.367502,2021-06-18 19:24:09.484297,0:00:03.116795
G8A2: pat on back,Passive,Forward,2021-06-18 19:24:43.953873,2021-06-18 19:24:46.731520,0:00:02.777647
G8A2: pat on back,Passive,Forward,2021-06-18 19:24:53.355055,2021-06-18 19:24:55.870308,0:00:02.515253
