Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-11 14:13:05.504455,2021-06-11 14:13:07.535191,0:00:02.030736
G1A2: nod head,Active,Backward,2021-06-11 14:13:15.266058,2021-06-11 14:13:17.519477,0:00:02.253419
G1A2: nod head,Passive,Forward,2021-06-11 14:13:25.842839,2021-06-11 14:13:27.464628,0:00:01.621789
G1A2: nod head,Passive,Backward,2021-06-11 14:13:33.404350,2021-06-11 14:13:34.930060,0:00:01.525710
G2A2: bow,Active,Forward,2021-06-11 14:13:48.636601,2021-06-11 14:13:50.040272,0:00:01.403671
G2A2: bow,Active,Backward,2021-06-11 14:13:54.290853,2021-06-11 14:13:55.525495,0:00:01.234642
G2A2: bow,Passive,Forward,2021-06-11 14:14:00.227986,2021-06-11 14:14:01.764771,0:00:01.536785
G2A2: bow,Passive,Backward,2021-06-11 14:14:04.835199,2021-06-11 14:14:06.273489,0:00:01.438290
G3A2: shake hands,Active,Forward,2021-06-11 14:15:10.735871,2021-06-11 14:15:12.735840,0:00:01.999969
G3A2: shake hands,Active,Backward,2021-06-11 14:15:18.237029,2021-06-11 14:15:19.795316,0:00:01.558287
G3A2: shake hands,Passive,Forward,2021-06-11 14:15:25.794315,2021-06-11 14:15:27.432592,0:00:01.638277
G3A2: shake hands,Passive,Backward,2021-06-11 14:15:30.536277,2021-06-11 14:15:32.377453,0:00:01.841176
G4A2: rock-paper-scissors,Active,Forward,2021-06-11 14:16:53.272948,2021-06-11 14:16:57.258203,0:00:03.985255
G4A2: rock-paper-scissors,Active,Backward,2021-06-11 14:17:02.024984,2021-06-11 14:17:04.929413,0:00:02.904429
G4A2: rock-paper-scissors,Passive,Forward,2021-06-11 14:17:12.917320,2021-06-11 14:17:16.110163,0:00:03.192843
G4A2: rock-paper-scissors,Passive,Backward,2021-06-11 14:17:20.595246,2021-06-11 14:17:23.973072,0:00:03.377826
G5A2: touch elbows,Active,Forward,2021-06-11 14:17:35.773302,2021-06-11 14:17:38.540702,0:00:02.767400
G5A2: touch elbows,Active,Backward,2021-06-11 14:17:52.279427,2021-06-11 14:17:55.005952,0:00:02.726525
G5A2: touch elbows,Passive,Forward,2021-06-11 14:18:01.042990,2021-06-11 14:18:03.455625,0:00:02.412635
G5A2: touch elbows,Passive,Backward,2021-06-11 14:18:07.464849,2021-06-11 14:18:09.753895,0:00:02.289046
G6A2: wave hand,Active,Forward,2021-06-11 14:18:21.353749,2021-06-11 14:18:23.556186,0:00:02.202437
G6A2: wave hand,Active,Backward,2021-06-11 14:18:27.685431,2021-06-11 14:18:29.615241,0:00:01.929810
G6A2: wave hand,Passive,Forward,2021-06-11 14:18:36.060616,2021-06-11 14:18:37.895387,0:00:01.834771
G6A2: wave hand,Passive,Backward,2021-06-11 14:18:42.049697,2021-06-11 14:18:44.051480,0:00:02.001783
G7A2: fist bumping,Active,Forward,2021-06-11 14:18:53.681252,2021-06-11 14:18:55.821641,0:00:02.140389
G7A2: fist bumping,Active,Backward,2021-06-11 14:18:59.933646,2021-06-11 14:19:01.864573,0:00:01.930927
G7A2: fist bumping,Passive,Forward,2021-06-11 14:19:06.998324,2021-06-11 14:19:08.896907,0:00:01.898583
G7A2: fist bumping,Passive,Backward,2021-06-11 14:19:13.073703,2021-06-11 14:19:15.053904,0:00:01.980201
G8A2: pat on back,Active,Forward,2021-06-11 14:19:53.508516,2021-06-11 14:19:55.506292,0:00:01.997776
G8A2: pat on back,Active,Backward,2021-06-11 14:19:59.564391,2021-06-11 14:20:01.445579,0:00:01.881188
G8A2: pat on back,Passive,Forward,2021-06-11 14:20:06.807678,2021-06-11 14:20:09.204372,0:00:02.396694
G8A2: pat on back,Passive,Backward,2021-06-11 14:20:13.003240,2021-06-11 14:20:14.950234,0:00:01.946994
G9A2: giving object,Active,Forward,2021-06-11 14:20:33.078390,2021-06-11 14:20:35.439778,0:00:02.361388
G9A2: giving object,Active,Backward,2021-06-11 14:20:40.969164,2021-06-11 14:20:43.309982,0:00:02.340818
