Action ID,Active,Orientation,Start Time,End Time,Last Time
G31A2: arm circles; arm swings,Active,Forward,2021-06-26 15:23:23.186520,2021-06-26 15:23:27.133623,0:00:03.947103
G31A2: arm circles; arm swings,Active,Backward,2021-06-26 15:23:29.732917,2021-06-26 15:23:33.264192,0:00:03.531275
G31A2: arm circles; arm swings,Passive,Forward,2021-06-26 15:23:37.996732,2021-06-26 15:23:42.306221,0:00:04.309489
G31A2: arm circles; arm swings,Passive,Backward,2021-06-26 15:23:45.711582,2021-06-26 15:23:50.087252,0:00:04.375670
G32A2: whisper,Active,Forward,2021-06-26 15:24:02.859736,2021-06-26 15:24:06.136025,0:00:03.276289
G32A2: whisper,Active,Backward,2021-06-26 15:24:11.289729,2021-06-26 15:24:14.693703,0:00:03.403974
G32A2: whisper,Passive,Forward,2021-06-26 15:24:18.622990,2021-06-26 15:24:22.023378,0:00:03.400388
G32A2: whisper,Passive,Backward,2021-06-26 15:24:24.508587,2021-06-26 15:24:28.055411,0:00:03.546824
G33A2: clapping each other,Active,Forward,2021-06-26 15:24:51.318839,2021-06-26 15:24:55.569365,0:00:04.250526
G33A2: clapping each other,Active,Backward,2021-06-26 15:24:59.236364,2021-06-26 15:25:04.652109,0:00:05.415745
G33A2: clapping each other,Passive,Forward,2021-06-26 15:25:08.370310,2021-06-26 15:25:12.593485,0:00:04.223175
G33A2: clapping each other,Passive,Backward,2021-06-26 15:25:17.251337,2021-06-26 15:25:21.617618,0:00:04.366281
G34A2: running; vomiting,Active,Forward,2021-06-26 15:25:40.536495,2021-06-26 15:25:43.748928,0:00:03.212433
G34A2: running; vomiting,Active,Forward,2021-06-26 15:25:45.990026,2021-06-26 15:25:49.345854,0:00:03.355828
G34A2: running; vomiting,Active,Backward,2021-06-26 15:25:54.051052,2021-06-26 15:25:57.960246,0:00:03.909194
G34A2: running; vomiting,Passive,Forward,2021-06-26 15:26:04.161701,2021-06-26 15:26:07.842163,0:00:03.680462
G34A2: running; vomiting,Passive,Backward,2021-06-26 15:26:12.316151,2021-06-26 15:26:15.784699,0:00:03.468548
G35A2: walk apart,Active,Forward,2021-06-26 15:26:37.292970,2021-06-26 15:26:41.327074,0:00:04.034104
G35A2: walk apart,Active,Backward,2021-06-26 15:26:48.019935,2021-06-26 15:26:51.242753,0:00:03.222818
G35A2: walk apart,Passive,Forward,2021-06-26 15:26:55.864024,2021-06-26 15:26:59.196394,0:00:03.332370
G35A2: walk apart,Passive,Backward,2021-06-26 15:27:03.445754,2021-06-26 15:27:06.604556,0:00:03.158802
G36A2: headache; back pain,Active,Forward,2021-06-26 15:27:17.465834,2021-06-26 15:27:21.247180,0:00:03.781346
G36A2: headache; back pain,Active,Backward,2021-06-26 15:27:24.769848,2021-06-26 15:27:28.913571,0:00:04.143723
G36A2: headache; back pain,Passive,Forward,2021-06-26 15:27:33.728371,2021-06-26 15:27:38.969045,0:00:05.240674
G36A2: headache; back pain,Passive,Backward,2021-06-26 15:27:42.625733,2021-06-26 15:27:46.980736,0:00:04.355003
G37A2: walk toward,Active,Forward,2021-06-26 15:27:57.089044,2021-06-26 15:28:00.372902,0:00:03.283858
G37A2: walk toward,Active,Backward,2021-06-26 15:28:05.414288,2021-06-26 15:28:08.397959,0:00:02.983671
G37A2: walk toward,Passive,Forward,2021-06-26 15:28:14.115452,2021-06-26 15:28:17.415335,0:00:03.299883
G37A2: walk toward,Passive,Backward,2021-06-26 15:28:20.778824,2021-06-26 15:28:23.875679,0:00:03.096855
G38A2: falling down; chest pain,Active,Forward,2021-06-26 15:28:41.627923,2021-06-26 15:28:44.920272,0:00:03.292349
G38A2: falling down; chest pain,Active,Forward,2021-06-26 15:29:04.217698,2021-06-26 15:29:07.621428,0:00:03.403730
G38A2: falling down; chest pain,Active,Backward,2021-06-26 15:29:16.464609,2021-06-26 15:29:19.989290,0:00:03.524681
G38A2: falling down; chest pain,Passive,Forward,2021-06-26 15:29:25.850442,2021-06-26 15:29:29.277984,0:00:03.427542
G38A2: falling down; chest pain,Passive,Backward,2021-06-26 15:29:35.261177,2021-06-26 15:29:38.426035,0:00:03.164858
G39A2: walk and hold person,Active,Forward,2021-06-26 15:30:00.931666,2021-06-26 15:30:07.375181,0:00:06.443515
G39A2: walk and hold person,Active,Backward,2021-06-26 15:30:12.163280,2021-06-26 15:30:18.617693,0:00:06.454413
G39A2: walk and hold person,Passive,Forward,2021-06-26 15:30:23.102057,2021-06-26 15:30:28.345580,0:00:05.243523
G39A2: walk and hold person,Passive,Backward,2021-06-26 15:30:31.416031,2021-06-26 15:30:36.802312,0:00:05.386281
G40A2: cheers and drink,Active,Forward,2021-06-26 15:31:00.338902,2021-06-26 15:31:04.315146,0:00:03.976244
G40A2: cheers and drink,Active,Backward,2021-06-26 15:31:06.962852,2021-06-26 15:31:11.041731,0:00:04.078879
G40A2: cheers and drink,Passive,Forward,2021-06-26 15:31:15.044698,2021-06-26 15:31:19.067606,0:00:04.022908
G40A2: cheers and drink,Passive,Backward,2021-06-26 15:31:21.268450,2021-06-26 15:31:25.418760,0:00:04.150310
G1A1: hit with knees,Active,Forward,2021-06-26 15:33:27.908658,2021-06-26 15:33:31.501359,0:00:03.592701
G1A1: hit with knees,Active,Forward,2021-06-26 15:33:41.518799,2021-06-26 15:33:44.932678,0:00:03.413879
G1A1: hit with knees,Active,Backward,2021-06-26 15:33:49.259180,2021-06-26 15:33:52.733982,0:00:03.474802
G1A1: hit with knees,Passive,Forward,2021-06-26 15:33:59.206095,2021-06-26 15:34:02.400444,0:00:03.194349
G1A1: hit with knees,Passive,Backward,2021-06-26 15:34:05.597997,2021-06-26 15:34:09.367394,0:00:03.769397
G2A1: hit with head,Active,Forward,2021-06-26 15:34:17.493530,2021-06-26 15:34:21.766778,0:00:04.273248
G2A1: hit with head,Active,Backward,2021-06-26 15:34:23.633422,2021-06-26 15:34:26.608217,0:00:02.974795
G2A1: hit with head,Passive,Forward,2021-06-26 15:34:30.841663,2021-06-26 15:34:33.760971,0:00:02.919308
G2A1: hit with head,Passive,Backward,2021-06-26 15:34:38.660634,2021-06-26 15:34:42.798788,0:00:04.138154
G3A1: punch to face,Active,Forward,2021-06-26 15:34:56.386766,2021-06-26 15:34:59.456714,0:00:03.069948
G3A1: punch to face,Active,Backward,2021-06-26 15:35:02.113289,2021-06-26 15:35:05.182894,0:00:03.069605
G3A1: punch to face,Passive,Forward,2021-06-26 15:35:08.961974,2021-06-26 15:35:11.608883,0:00:02.646909
G3A1: punch to face,Passive,Backward,2021-06-26 15:35:14.599154,2021-06-26 15:35:18.156016,0:00:03.556862
G4A1: punch to body,Active,Forward,2021-06-26 15:35:26.284261,2021-06-26 15:35:29.226428,0:00:02.942167
G4A1: punch to body,Active,Backward,2021-06-26 15:35:31.427829,2021-06-26 15:35:34.274795,0:00:02.846966
G4A1: punch to body,Passive,Forward,2021-06-26 15:35:44.642598,2021-06-26 15:35:48.087269,0:00:03.444671
G4A1: punch to body,Passive,Backward,2021-06-26 15:35:50.726472,2021-06-26 15:35:54.447072,0:00:03.720600
G5A1: cover mouth,Active,Forward,2021-06-26 15:36:22.011810,2021-06-26 15:36:25.555300,0:00:03.543490
G5A1: cover mouth,Active,Backward,2021-06-26 15:36:31.856443,2021-06-26 15:36:36.121826,0:00:04.265383
G5A1: cover mouth,Passive,Forward,2021-06-26 15:37:12.533014,2021-06-26 15:37:16.304676,0:00:03.771662
G5A1: cover mouth,Passive,Backward,2021-06-26 15:37:20.177241,2021-06-26 15:37:24.695319,0:00:04.518078
G6A1: strangling neck,Active,Forward,2021-06-26 15:37:42.551019,2021-06-26 15:37:45.621504,0:00:03.070485
G6A1: strangling neck,Active,Backward,2021-06-26 15:37:48.412373,2021-06-26 15:37:51.299343,0:00:02.886970
G6A1: strangling neck,Passive,Forward,2021-06-26 15:37:54.873272,2021-06-26 15:37:57.820004,0:00:02.946732
G6A1: strangling neck,Passive,Backward,2021-06-26 15:38:00.379373,2021-06-26 15:38:03.839616,0:00:03.460243
G7A1: slap,Active,Forward,2021-06-26 15:38:22.246302,2021-06-26 15:38:25.977381,0:00:03.731079
G7A1: slap,Active,Backward,2021-06-26 15:38:28.003258,2021-06-26 15:38:30.417855,0:00:02.414597
G7A1: slap,Passive,Forward,2021-06-26 15:38:35.001887,2021-06-26 15:38:37.576962,0:00:02.575075
G7A1: slap,Passive,Backward,2021-06-26 15:38:39.811430,2021-06-26 15:38:42.673410,0:00:02.861980
G8A1: kicking,Active,Forward,2021-06-26 15:38:52.479820,2021-06-26 15:38:55.414302,0:00:02.934482
G8A1: kicking,Active,Backward,2021-06-26 15:38:57.735890,2021-06-26 15:39:00.383384,0:00:02.647494
G8A1: kicking,Passive,Forward,2021-06-26 15:39:04.302811,2021-06-26 15:39:06.961408,0:00:02.658597
G8A1: kicking,Passive,Backward,2021-06-26 15:39:10.054716,2021-06-26 15:39:12.869666,0:00:02.814950
G9A1: pushing,Active,Forward,2021-06-26 15:39:27.532661,2021-06-26 15:39:30.117989,0:00:02.585328
G9A1: pushing,Active,Backward,2021-06-26 15:39:32.286870,2021-06-26 15:39:35.261082,0:00:02.974212
G9A1: pushing,Passive,Forward,2021-06-26 15:39:39.056627,2021-06-26 15:39:41.699165,0:00:02.642538
G9A1: pushing,Passive,Backward,2021-06-26 15:39:45.491126,2021-06-26 15:39:48.277353,0:00:02.786227
G10A1: pierce arms,Active,Forward,2021-06-26 15:40:20.182501,2021-06-26 15:40:23.312056,0:00:03.129555
G10A1: pierce arms,Active,Backward,2021-06-26 15:40:27.601519,2021-06-26 15:40:30.368828,0:00:02.767309
G10A1: pierce arms,Passive,Forward,2021-06-26 15:40:34.607482,2021-06-26 15:40:37.278368,0:00:02.670886
G10A1: pierce arms,Passive,Backward,2021-06-26 15:40:40.189186,2021-06-26 15:40:42.676307,0:00:02.487121
G11A1: pull hairs,Active,Forward,2021-06-26 15:41:00.968854,2021-06-26 15:41:03.883105,0:00:02.914251
