Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-05-30 14:40:43.665752,2021-05-30 14:40:46.566072,0:00:02.900320
G1A2: nod head,Active,Backward,2021-05-30 14:40:53.879492,2021-05-30 14:40:56.353540,0:00:02.474048
G1A2: nod head,Passive,Forward,2021-05-30 14:41:06.288541,2021-05-30 14:41:08.699100,0:00:02.410559
G1A2: nod head,Passive,Backward,2021-05-30 14:41:12.969247,2021-05-30 14:41:15.149051,0:00:02.179804
G2A2: bow,Active,Forward,2021-05-30 14:43:11.762441,2021-05-30 14:43:15.212348,0:00:03.449907
G2A2: bow,Active,Backward,2021-05-30 14:43:20.225989,2021-05-30 14:43:23.682878,0:00:03.456889
G2A2: bow,Passive,Forward,2021-05-30 14:43:30.957239,2021-05-30 14:43:34.417032,0:00:03.459793
G2A2: bow,Passive,Backward,2021-05-30 14:43:39.685917,2021-05-30 14:43:42.628594,0:00:02.942677
G2A2: bow,Passive,Backward,2021-05-30 14:43:49.298704,2021-05-30 14:43:52.748852,0:00:03.450148
G3A2: shake hands,Active,Forward,2021-05-30 14:45:12.697930,2021-05-30 14:45:15.737972,0:00:03.040042
G3A2: shake hands,Active,Backward,2021-05-30 14:45:21.751844,2021-05-30 14:45:24.464310,0:00:02.712466
G3A2: shake hands,Passive,Forward,2021-05-30 14:45:29.754410,2021-05-30 14:45:32.608718,0:00:02.854308
G3A2: shake hands,Passive,Backward,2021-05-30 14:45:36.859564,2021-05-30 14:45:39.702837,0:00:02.843273
G4A2: rock-paper-scissors,Active,Forward,2021-05-30 14:45:51.339654,2021-05-30 14:45:55.327404,0:00:03.987750
G4A2: rock-paper-scissors,Active,Backward,2021-05-30 14:46:00.776535,2021-05-30 14:46:05.156667,0:00:04.380132
G4A2: rock-paper-scissors,Passive,Forward,2021-05-30 14:46:11.218808,2021-05-30 14:46:16.396414,0:00:05.177606
G4A2: rock-paper-scissors,Passive,Backward,2021-05-30 14:46:28.438910,2021-05-30 14:46:33.424349,0:00:04.985439
G5A2: touch elbows,Active,Forward,2021-05-30 14:46:47.797574,2021-05-30 14:46:51.008836,0:00:03.211262
G5A2: touch elbows,Active,Backward,2021-05-30 14:47:20.198095,2021-05-30 14:47:23.753947,0:00:03.555852
G5A2: touch elbows,Passive,Forward,2021-05-30 14:47:33.298069,2021-05-30 14:47:37.073670,0:00:03.775601
G5A2: touch elbows,Passive,Backward,2021-05-30 14:47:54.024705,2021-05-30 14:47:57.493551,0:00:03.468846
G6A2: wave hand,Active,Forward,2021-05-30 14:48:05.250187,2021-05-30 14:48:07.609019,0:00:02.358832
G6A2: wave hand,Active,Backward,2021-05-30 14:48:12.638089,2021-05-30 14:48:15.407300,0:00:02.769211
G6A2: wave hand,Passive,Forward,2021-05-30 14:48:28.617550,2021-05-30 14:48:30.958210,0:00:02.340660
G6A2: wave hand,Passive,Backward,2021-05-30 14:48:35.027701,2021-05-30 14:48:37.512227,0:00:02.484526
G7A2: fist bumping,Active,Forward,2021-05-30 14:48:49.559846,2021-05-30 14:48:52.206322,0:00:02.646476
G7A2: fist bumping,Active,Backward,2021-05-30 14:49:02.141077,2021-05-30 14:49:04.649145,0:00:02.508068
G7A2: fist bumping,Passive,Forward,2021-05-30 14:49:18.465611,2021-05-30 14:49:21.226950,0:00:02.761339
G7A2: fist bumping,Passive,Backward,2021-05-30 14:49:26.800803,2021-05-30 14:49:30.767490,0:00:03.966687
G7A2: fist bumping,Passive,Backward,2021-05-30 14:50:04.202683,2021-05-30 14:50:07.161395,0:00:02.958712
G8A2: pat on back,Active,Forward,2021-05-30 14:50:29.554432,2021-05-30 14:50:32.897543,0:00:03.343111
G8A2: pat on back,Active,Backward,2021-05-30 14:50:37.689404,2021-05-30 14:50:40.320195,0:00:02.630791
G8A2: pat on back,Passive,Forward,2021-05-30 14:50:50.003048,2021-05-30 14:50:52.872144,0:00:02.869096
G8A2: pat on back,Passive,Backward,2021-05-30 14:50:56.731420,2021-05-30 14:50:59.205484,0:00:02.474064
G9A2: giving object,Active,Forward,2021-05-30 14:51:16.868572,2021-05-30 14:51:19.713086,0:00:02.844514
G9A2: giving object,Active,Backward,2021-05-30 14:51:26.032665,2021-05-30 14:51:28.646792,0:00:02.614127
G9A2: giving object,Passive,Forward,2021-05-30 14:51:35.347516,2021-05-30 14:51:38.042889,0:00:02.695373
G9A2: giving object,Passive,Backward,2021-05-30 14:51:43.339810,2021-05-30 14:51:45.985360,0:00:02.645550
G10A2: exchange object,Active,Forward,2021-05-30 14:52:04.533592,2021-05-30 14:52:07.623363,0:00:03.089771
G10A2: exchange object,Active,Backward,2021-05-30 14:52:12.285262,2021-05-30 14:52:15.461986,0:00:03.176724
G10A2: exchange object,Passive,Forward,2021-05-30 14:52:20.482895,2021-05-30 14:52:23.195508,0:00:02.712613
G10A2: exchange object,Passive,Backward,2021-05-30 14:52:27.260277,2021-05-30 14:52:30.301080,0:00:03.040803
