Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-05-24 18:06:59.999902,2021-05-24 18:07:01.941978,0:00:01.942076
G1A2: nod head,Active,Forward,2021-05-24 18:07:15.883874,2021-05-24 18:07:18.424310,0:00:02.540436
G1A2: nod head,Active,Backward,2021-05-24 18:07:25.143430,2021-05-24 18:07:26.913346,0:00:01.769916
G1A2: nod head,Passive,Forward,2021-05-24 18:07:41.455518,2021-05-24 18:07:43.233418,0:00:01.777900
G1A2: nod head,Passive,Backward,2021-05-24 18:07:48.932693,2021-05-24 18:07:50.587629,0:00:01.654936
G2A2: bow,Active,Forward,2021-05-24 18:08:02.765595,2021-05-24 18:08:05.444915,0:00:02.679320
G2A2: bow,Active,Forward,2021-05-24 18:08:29.459074,2021-05-24 18:08:32.886448,0:00:03.427374
G2A2: bow,Active,Backward,2021-05-24 18:08:43.423495,2021-05-24 18:08:45.323256,0:00:01.899761
G2A2: bow,Passive,Forward,2021-05-24 18:08:50.789537,2021-05-24 18:08:52.607543,0:00:01.818006
G2A2: bow,Passive,Backward,2021-05-24 18:08:57.677755,2021-05-24 18:08:59.628775,0:00:01.951020
G3A2: shake hands,Active,Forward,2021-05-24 18:09:18.469904,2021-05-24 18:09:21.288835,0:00:02.818931
G3A2: shake hands,Active,Backward,2021-05-24 18:09:26.336631,2021-05-24 18:09:29.237373,0:00:02.900742
G3A2: shake hands,Passive,Forward,2021-05-24 18:09:35.217328,2021-05-24 18:09:38.003611,0:00:02.786283
G3A2: shake hands,Passive,Backward,2021-05-24 18:09:41.715905,2021-05-24 18:09:45.387770,0:00:03.671865
G4A2: rock-paper-scissors,Active,Forward,2021-05-24 18:10:05.649416,2021-05-24 18:10:07.944312,0:00:02.294896
G4A2: rock-paper-scissors,Active,Backward,2021-05-24 18:10:12.566315,2021-05-24 18:10:14.950529,0:00:02.384214
G4A2: rock-paper-scissors,Passive,Forward,2021-05-24 18:10:22.414684,2021-05-24 18:10:24.431893,0:00:02.017209
G4A2: rock-paper-scissors,Passive,Backward,2021-05-24 18:10:29.781941,2021-05-24 18:10:31.421050,0:00:01.639109
G5A2: touch elbows,Active,Forward,2021-05-24 18:10:47.005186,2021-05-24 18:10:49.243560,0:00:02.238374
G5A2: touch elbows,Active,Backward,2021-05-24 18:10:53.701901,2021-05-24 18:10:56.242026,0:00:02.540125
G5A2: touch elbows,Passive,Forward,2021-05-24 18:11:02.204223,2021-05-24 18:11:04.719888,0:00:02.515665
G5A2: touch elbows,Passive,Backward,2021-05-24 18:11:08.547067,2021-05-24 18:11:11.161682,0:00:02.614615
G6A2: wave hand,Active,Forward,2021-05-24 18:11:18.563479,2021-05-24 18:11:20.603994,0:00:02.040515
G6A2: wave hand,Active,Backward,2021-05-24 18:11:24.233888,2021-05-24 18:11:26.634741,0:00:02.400853
G6A2: wave hand,Passive,Forward,2021-05-24 18:11:31.936205,2021-05-24 18:11:34.083686,0:00:02.147481
G6A2: wave hand,Passive,Backward,2021-05-24 18:11:38.681375,2021-05-24 18:11:41.253938,0:00:02.572563
G7A2: fist bumping,Active,Forward,2021-05-24 18:11:50.345580,2021-05-24 18:11:52.820285,0:00:02.474705
G7A2: fist bumping,Active,Backward,2021-05-24 18:12:00.440163,2021-05-24 18:12:02.579002,0:00:02.138839
G7A2: fist bumping,Passive,Forward,2021-05-24 18:12:07.151378,2021-05-24 18:12:09.445536,0:00:02.294158
G7A2: fist bumping,Passive,Backward,2021-05-24 18:12:13.403657,2021-05-24 18:12:15.681788,0:00:02.278131
G8A2: pat on back,Active,Forward,2021-05-24 18:12:35.003268,2021-05-24 18:12:37.165846,0:00:02.162578
G8A2: pat on back,Active,Backward,2021-05-24 18:12:43.382959,2021-05-24 18:12:45.783803,0:00:02.400844
G8A2: pat on back,Passive,Forward,2021-05-24 18:12:52.213435,2021-05-24 18:12:54.762989,0:00:02.549554
G8A2: pat on back,Passive,Forward,2021-05-24 18:12:57.475257,2021-05-24 18:12:59.835010,0:00:02.359753
G8A2: pat on back,Passive,Backward,2021-05-24 18:13:04.760265,2021-05-24 18:13:06.825129,0:00:02.064864
G9A2: giving object,Active,Forward,2021-05-24 18:13:34.628730,2021-05-24 18:13:36.809886,0:00:02.181156
G9A2: giving object,Active,Backward,2021-05-24 18:13:42.118648,2021-05-24 18:13:44.403975,0:00:02.285327
G9A2: giving object,Passive,Forward,2021-05-24 18:13:49.590934,2021-05-24 18:13:52.219906,0:00:02.628972
G9A2: giving object,Passive,Backward,2021-05-24 18:13:56.523630,2021-05-24 18:13:58.629030,0:00:02.105400
G10A2: exchange object,Active,Forward,2021-05-24 18:14:28.609190,2021-05-24 18:14:31.706691,0:00:03.097501
G10A2: exchange object,Active,Backward,2021-05-24 18:14:36.607046,2021-05-24 18:14:39.155091,0:00:02.548045
G10A2: exchange object,Passive,Forward,2021-05-24 18:14:45.314358,2021-05-24 18:14:48.428710,0:00:03.114352
G10A2: exchange object,Passive,Backward,2021-05-24 18:14:51.870428,2021-05-24 18:14:54.813721,0:00:02.943293
G11A2: clapping; hushing,Active,Forward,2021-05-24 18:15:15.259819,2021-05-24 18:15:17.710438,0:00:02.450619
G11A2: clapping; hushing,Active,Backward,2021-05-24 18:15:22.086386,2021-05-24 18:15:24.307414,0:00:02.221028
G11A2: clapping; hushing,Passive,Forward,2021-05-24 18:15:31.027162,2021-05-24 18:15:33.039814,0:00:02.012652
G11A2: clapping; hushing,Passive,Backward,2021-05-24 18:15:37.785241,2021-05-24 18:15:40.021268,0:00:02.236027
G12A2: drink water; brush teeth,Active,Forward,2021-05-24 18:16:12.301368,2021-05-24 18:16:14.949323,0:00:02.647955
G12A2: drink water; brush teeth,Active,Backward,2021-05-24 18:16:19.152197,2021-05-24 18:16:21.275888,0:00:02.123691
G12A2: drink water; brush teeth,Passive,Forward,2021-05-24 18:16:29.970593,2021-05-24 18:16:32.724483,0:00:02.753890
G12A2: drink water; brush teeth,Passive,Backward,2021-05-24 18:16:36.904033,2021-05-24 18:16:39.468961,0:00:02.564928
G13A2: stand up; jump up,Active,Forward,2021-05-24 18:17:24.090152,2021-05-24 18:17:26.081185,0:00:01.991033
G13A2: stand up; jump up,Active,Backward,2021-05-24 18:17:36.198183,2021-05-24 18:17:38.083053,0:00:01.884870
G13A2: stand up; jump up,Passive,Forward,2021-05-24 18:17:50.447999,2021-05-24 18:17:52.323059,0:00:01.875060
G13A2: stand up; jump up,Passive,Backward,2021-05-24 18:18:01.860328,2021-05-24 18:18:03.622546,0:00:01.762218
G14A2: take off a hat; play a phone,Active,Forward,2021-05-24 18:18:45.132588,2021-05-24 18:18:48.598897,0:00:03.466309
G14A2: take off a hat; play a phone,Active,Backward,2021-05-24 18:18:55.695123,2021-05-24 18:18:58.341576,0:00:02.646453
G14A2: take off a hat; play a phone,Passive,Forward,2021-05-24 18:19:08.689507,2021-05-24 18:19:11.327690,0:00:02.638183
G14A2: take off a hat; play a phone,Passive,Backward,2021-05-24 18:19:17.940936,2021-05-24 18:19:20.391145,0:00:02.450209
G15A2: take a selfie; wipe face,Active,Forward,2021-05-24 18:19:45.164112,2021-05-24 18:19:47.827416,0:00:02.663304
G15A2: take a selfie; wipe face,Active,Backward,2021-05-24 18:19:52.897683,2021-05-24 18:19:55.986998,0:00:03.089315
G15A2: take a selfie; wipe face,Passive,Forward,2021-05-24 18:20:14.246211,2021-05-24 18:20:16.466846,0:00:02.220635
G15A2: take a selfie; wipe face,Passive,Backward,2021-05-24 18:20:21.253000,2021-05-24 18:20:23.431268,0:00:02.178268
G16A2: cross hands in front; throat-slitting,Active,Forward,2021-05-24 18:20:44.999295,2021-05-24 18:20:47.097127,0:00:02.097832
G16A2: cross hands in front; throat-slitting,Active,Backward,2021-05-24 18:20:51.374125,2021-05-24 18:20:53.554002,0:00:02.179877
G16A2: cross hands in front; throat-slitting,Passive,Forward,2021-05-24 18:20:59.850266,2021-05-24 18:21:01.695611,0:00:01.845345
G16A2: cross hands in front; throat-slitting,Passive,Backward,2021-05-24 18:21:05.538663,2021-05-24 18:21:07.554836,0:00:02.016173
G17A2: crawling; open bottle,Active,Forward,2021-05-24 18:21:50.200070,2021-05-24 18:21:53.182154,0:00:02.982084
G17A2: crawling; open bottle,Active,Backward,2021-05-24 18:22:02.138445,2021-05-24 18:22:05.064349,0:00:02.925904
G17A2: crawling; open bottle,Active,Backward,2021-05-24 18:22:33.600404,2021-05-24 18:22:37.301991,0:00:03.701587
G17A2: crawling; open bottle,Passive,Forward,2021-05-24 18:22:50.216561,2021-05-24 18:22:55.739822,0:00:05.523261
