Action ID,Active,Orientation,Start Time,End Time,Last Time
G29A2: put object into bag; take object out of bag,Active,Forward,2021-06-28 11:33:18.158547,2021-06-28 11:33:24.949672,0:00:06.791125
G29A2: put object into bag; take object out of bag,Active,Backward,2021-06-28 11:33:32.125338,2021-06-28 11:33:36.195790,0:00:04.070452
G29A2: put object into bag; take object out of bag,Passive,Forward,2021-06-28 11:33:45.084501,2021-06-28 11:33:49.563692,0:00:04.479191
G29A2: put object into bag; take object out of bag,Passive,Backward,2021-06-28 11:33:55.960291,2021-06-28 11:33:59.856066,0:00:03.895775
G30A2: open a box; yelling,Active,Forward,2021-06-28 11:34:48.005830,2021-06-28 11:34:51.206268,0:00:03.200438
G30A2: open a box; yelling,Active,Backward,2021-06-28 11:34:55.787241,2021-06-28 11:34:59.452790,0:00:03.665549
G30A2: open a box; yelling,Passive,Forward,2021-06-28 11:35:06.686034,2021-06-28 11:35:10.594182,0:00:03.908148
G30A2: open a box; yelling,Passive,Backward,2021-06-28 11:35:14.612958,2021-06-28 11:35:18.462732,0:00:03.849774
G31A2: arm circles; arm swings,Active,Forward,2021-06-28 11:36:58.752701,2021-06-28 11:37:05.696329,0:00:06.943628
G31A2: arm circles; arm swings,Active,Backward,2021-06-28 11:37:12.606581,2021-06-28 11:37:19.950428,0:00:07.343847
G31A2: arm circles; arm swings,Passive,Forward,2021-06-28 11:37:25.832728,2021-06-28 11:37:30.759591,0:00:04.926863
G31A2: arm circles; arm swings,Passive,Backward,2021-06-28 11:37:36.782943,2021-06-28 11:37:42.633710,0:00:05.850767
G32A2: whisper,Active,Forward,2021-06-28 11:37:57.804191,2021-06-28 11:38:01.985191,0:00:04.181000
G32A2: whisper,Active,Backward,2021-06-28 11:38:06.309612,2021-06-28 11:38:10.740416,0:00:04.430804
G32A2: whisper,Passive,Forward,2021-06-28 11:38:17.127755,2021-06-28 11:38:21.745726,0:00:04.617971
G32A2: whisper,Passive,Backward,2021-06-28 11:38:26.471694,2021-06-28 11:38:30.486491,0:00:04.014797
G33A2: clapping each other,Active,Forward,2021-06-28 11:38:44.025320,2021-06-28 11:38:50.682646,0:00:06.657326
G33A2: clapping each other,Active,Backward,2021-06-28 11:39:04.272965,2021-06-28 11:39:10.428099,0:00:06.155134
G33A2: clapping each other,Passive,Forward,2021-06-28 11:39:19.387774,2021-06-28 11:39:25.890015,0:00:06.502241
G33A2: clapping each other,Passive,Backward,2021-06-28 11:39:31.578257,2021-06-28 11:39:37.886809,0:00:06.308552
G34A2: running; vomiting,Active,Forward,2021-06-28 11:40:52.073315,2021-06-28 11:40:55.933027,0:00:03.859712
G34A2: running; vomiting,Active,Backward,2021-06-28 11:41:00.918280,2021-06-28 11:41:05.618393,0:00:04.700113
G34A2: running; vomiting,Passive,Forward,2021-06-28 11:41:39.557379,2021-06-28 11:41:43.750142,0:00:04.192763
G34A2: running; vomiting,Passive,Backward,2021-06-28 11:41:48.814295,2021-06-28 11:41:53.103104,0:00:04.288809
G35A2: walk apart,Active,Forward,2021-06-28 11:42:25.077706,2021-06-28 11:42:29.199856,0:00:04.122150
G35A2: walk apart,Active,Backward,2021-06-28 11:42:35.688327,2021-06-28 11:42:40.277080,0:00:04.588753
G35A2: walk apart,Passive,Forward,2021-06-28 11:42:45.893107,2021-06-28 11:42:50.123357,0:00:04.230250
G35A2: walk apart,Passive,Backward,2021-06-28 11:42:56.793305,2021-06-28 11:43:00.649465,0:00:03.856160
G36A2: headache; back pain,Active,Forward,2021-06-28 11:43:51.655998,2021-06-28 11:43:55.992965,0:00:04.336967
G36A2: headache; back pain,Active,Backward,2021-06-28 11:44:01.402762,2021-06-28 11:44:06.641952,0:00:05.239190
G36A2: headache; back pain,Passive,Forward,2021-06-28 11:44:13.989480,2021-06-28 11:44:19.461521,0:00:05.472041
G36A2: headache; back pain,Passive,Backward,2021-06-28 11:44:24.071317,2021-06-28 11:44:30.533739,0:00:06.462422
G37A2: walk toward,Active,Forward,2021-06-28 11:44:44.256197,2021-06-28 11:44:48.512543,0:00:04.256346
G37A2: walk toward,Active,Backward,2021-06-28 11:44:54.728949,2021-06-28 11:44:58.369464,0:00:03.640515
G37A2: walk toward,Passive,Forward,2021-06-28 11:45:06.307026,2021-06-28 11:45:10.569027,0:00:04.262001
G37A2: walk toward,Passive,Backward,2021-06-28 11:45:16.225347,2021-06-28 11:45:20.005308,0:00:03.779961
G38A2: falling down; chest pain,Active,Forward,2021-06-28 11:46:15.019514,2021-06-28 11:46:19.909652,0:00:04.890138
G38A2: falling down; chest pain,Active,Backward,2021-06-28 11:46:27.545007,2021-06-28 11:46:33.229712,0:00:05.684705
G38A2: falling down; chest pain,Passive,Forward,2021-06-28 11:46:42.315579,2021-06-28 11:46:46.352435,0:00:04.036856
G38A2: falling down; chest pain,Passive,Backward,2021-06-28 11:46:52.687479,2021-06-28 11:46:56.027159,0:00:03.339680
G39A2: walk and hold person,Active,Forward,2021-06-28 11:47:19.903749,2021-06-28 11:47:27.619342,0:00:07.715593
G39A2: walk and hold person,Active,Backward,2021-06-28 11:47:33.778457,2021-06-28 11:47:41.929700,0:00:08.151243
G39A2: walk and hold person,Passive,Forward,2021-06-28 11:47:46.979876,2021-06-28 11:47:55.108947,0:00:08.129071
G39A2: walk and hold person,Passive,Backward,2021-06-28 11:47:59.094448,2021-06-28 11:48:05.573235,0:00:06.478787
G40A2: cheers and drink,Active,Forward,2021-06-28 11:48:27.551734,2021-06-28 11:48:33.120144,0:00:05.568410
G40A2: cheers and drink,Active,Backward,2021-06-28 11:48:37.450163,2021-06-28 11:48:43.125112,0:00:05.674949
G40A2: cheers and drink,Passive,Forward,2021-06-28 11:48:49.360330,2021-06-28 11:48:55.426156,0:00:06.065826
G40A2: cheers and drink,Passive,Backward,2021-06-28 11:49:00.587711,2021-06-28 11:49:06.405043,0:00:05.817332
G1A1: hit with knees,Active,Forward,2021-06-28 11:50:13.057699,2021-06-28 11:50:17.442541,0:00:04.384842
G1A1: hit with knees,Active,Backward,2021-06-28 11:50:29.604688,2021-06-28 11:50:34.716283,0:00:05.111595
G1A1: hit with knees,Passive,Forward,2021-06-28 11:50:47.144066,2021-06-28 11:50:51.429687,0:00:04.285621
G1A1: hit with knees,Passive,Backward,2021-06-28 11:50:55.803264,2021-06-28 11:51:00.045310,0:00:04.242046
G2A1: hit with head,Active,Forward,2021-06-28 11:51:14.081517,2021-06-28 11:51:18.852399,0:00:04.770882
G2A1: hit with head,Active,Backward,2021-06-28 11:51:23.095404,2021-06-28 11:51:28.201508,0:00:05.106104
G2A1: hit with head,Passive,Forward,2021-06-28 11:51:35.137969,2021-06-28 11:51:39.496899,0:00:04.358930
G2A1: hit with head,Passive,Backward,2021-06-28 11:51:44.250390,2021-06-28 11:51:49.952425,0:00:05.702035
G3A1: punch to face,Active,Forward,2021-06-28 11:51:58.475480,2021-06-28 11:52:03.540432,0:00:05.064952
G3A1: punch to face,Active,Backward,2021-06-28 11:52:07.437896,2021-06-28 11:52:12.461355,0:00:05.023459
G3A1: punch to face,Passive,Forward,2021-06-28 11:52:19.206001,2021-06-28 11:52:22.903532,0:00:03.697531
G3A1: punch to face,Passive,Backward,2021-06-28 11:52:38.678258,2021-06-28 11:52:43.220970,0:00:04.542712
G4A1: punch to body,Active,Forward,2021-06-28 11:53:03.685892,2021-06-28 11:53:07.693036,0:00:04.007144
G4A1: punch to body,Active,Backward,2021-06-28 11:53:13.015386,2021-06-28 11:53:17.620558,0:00:04.605172
G4A1: punch to body,Passive,Forward,2021-06-28 11:53:24.231635,2021-06-28 11:53:28.560935,0:00:04.329300
G4A1: punch to body,Passive,Backward,2021-06-28 11:53:33.947919,2021-06-28 11:53:38.317337,0:00:04.369418
G5A1: cover mouth,Active,Forward,2021-06-28 11:54:40.639010,2021-06-28 11:54:45.592011,0:00:04.953001
G5A1: cover mouth,Active,Backward,2021-06-28 11:54:53.249553,2021-06-28 11:54:59.029979,0:00:05.780426
G5A1: cover mouth,Passive,Forward,2021-06-28 11:55:29.098170,2021-06-28 11:55:34.536235,0:00:05.438065
G5A1: cover mouth,Passive,Backward,2021-06-28 11:55:39.237294,2021-06-28 11:55:44.285713,0:00:05.048419
G6A1: strangling neck,Active,Forward,2021-06-28 11:56:08.527497,2021-06-28 11:56:13.013612,0:00:04.486115
G6A1: strangling neck,Active,Backward,2021-06-28 11:56:20.598803,2021-06-28 11:56:25.043530,0:00:04.444727
G6A1: strangling neck,Passive,Forward,2021-06-28 11:56:33.645294,2021-06-28 11:56:38.525665,0:00:04.880371
G6A1: strangling neck,Passive,Backward,2021-06-28 11:56:46.519417,2021-06-28 11:56:51.275215,0:00:04.755798
G7A1: slap,Active,Forward,2021-06-28 11:57:14.326776,2021-06-28 11:57:18.964070,0:00:04.637294
G7A1: slap,Active,Backward,2021-06-28 11:57:23.886617,2021-06-28 11:57:28.944884,0:00:05.058267
G7A1: slap,Passive,Forward,2021-06-28 11:57:34.753971,2021-06-28 11:57:39.301611,0:00:04.547640
G7A1: slap,Passive,Backward,2021-06-28 11:57:42.499426,2021-06-28 11:57:46.721612,0:00:04.222186
