Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-04 14:43:42.552333,2021-06-04 14:43:46.397956,0:00:03.845623
G1A2: nod head,Active,Backward,2021-06-04 14:43:54.659594,2021-06-04 14:43:57.903943,0:00:03.244349
G1A2: nod head,Passive,Forward,2021-06-04 14:44:12.704114,2021-06-04 14:44:15.295682,0:00:02.591568
G1A2: nod head,Passive,Backward,2021-06-04 14:44:21.627431,2021-06-04 14:44:24.250307,0:00:02.622876
G1A2: nod head,Passive,Backward,2021-06-04 14:44:51.941222,2021-06-04 14:44:54.770959,0:00:02.829737
G2A2: bow,Active,Forward,2021-06-04 14:45:18.011548,2021-06-04 14:45:21.295768,0:00:03.284220
G2A2: bow,Active,Backward,2021-06-04 14:45:25.632722,2021-06-04 14:45:28.662273,0:00:03.029551
G2A2: bow,Passive,Forward,2021-06-04 14:45:35.247008,2021-06-04 14:45:38.962921,0:00:03.715913
G2A2: bow,Passive,Backward,2021-06-04 14:45:42.088495,2021-06-04 14:45:45.175018,0:00:03.086523
G3A2: shake hands,Active,Forward,2021-06-04 14:46:12.216087,2021-06-04 14:46:15.475988,0:00:03.259901
G3A2: shake hands,Active,Backward,2021-06-04 14:46:19.725718,2021-06-04 14:46:23.010494,0:00:03.284776
G3A2: shake hands,Passive,Forward,2021-06-04 14:46:27.360595,2021-06-04 14:46:30.906859,0:00:03.546264
G3A2: shake hands,Passive,Backward,2021-06-04 14:46:35.274330,2021-06-04 14:46:39.362222,0:00:04.087892
G4A2: rock-paper-scissors,Active,Forward,2021-06-04 14:47:08.663714,2021-06-04 14:47:12.671223,0:00:04.007509
G4A2: rock-paper-scissors,Active,Backward,2021-06-04 14:47:16.487755,2021-06-04 14:47:20.231880,0:00:03.744125
G4A2: rock-paper-scissors,Passive,Forward,2021-06-04 14:47:26.754747,2021-06-04 14:47:31.119118,0:00:04.364371
G4A2: rock-paper-scissors,Passive,Backward,2021-06-04 14:47:34.683870,2021-06-04 14:47:38.667317,0:00:03.983447
G5A2: touch elbows,Active,Forward,2021-06-04 14:47:52.230864,2021-06-04 14:47:55.038019,0:00:02.807155
G5A2: touch elbows,Active,Backward,2021-06-04 14:47:58.707410,2021-06-04 14:48:02.055180,0:00:03.347770
G5A2: touch elbows,Passive,Forward,2021-06-04 14:48:06.494291,2021-06-04 14:48:09.827947,0:00:03.333656
G5A2: touch elbows,Passive,Backward,2021-06-04 14:48:12.937542,2021-06-04 14:48:16.090475,0:00:03.152933
G6A2: wave hand,Active,Forward,2021-06-04 14:48:26.568554,2021-06-04 14:48:29.392306,0:00:02.823752
G6A2: wave hand,Active,Backward,2021-06-04 14:48:32.925471,2021-06-04 14:48:35.715899,0:00:02.790428
G6A2: wave hand,Passive,Forward,2021-06-04 14:48:41.344317,2021-06-04 14:48:43.959686,0:00:02.615369
G6A2: wave hand,Passive,Backward,2021-06-04 14:48:47.786991,2021-06-04 14:48:51.031869,0:00:03.244878
G7A2: fist bumping,Active,Forward,2021-06-04 14:49:02.309347,2021-06-04 14:49:04.869119,0:00:02.559772
G7A2: fist bumping,Active,Backward,2021-06-04 14:49:19.551661,2021-06-04 14:49:22.560682,0:00:03.009021
G7A2: fist bumping,Passive,Forward,2021-06-04 14:49:26.267810,2021-06-04 14:49:29.004970,0:00:02.737160
G7A2: fist bumping,Passive,Backward,2021-06-04 14:49:31.976342,2021-06-04 14:49:35.166205,0:00:03.189863
G8A2: pat on back,Active,Forward,2021-06-04 14:49:58.107752,2021-06-04 14:50:01.049799,0:00:02.942047
G8A2: pat on back,Active,Backward,2021-06-04 14:50:05.958611,2021-06-04 14:50:09.265565,0:00:03.306954
G8A2: pat on back,Passive,Forward,2021-06-04 14:50:15.900751,2021-06-04 14:50:19.091435,0:00:03.190684
G8A2: pat on back,Passive,Forward,2021-06-04 14:50:30.963621,2021-06-04 14:50:34.502791,0:00:03.539170
G8A2: pat on back,Passive,Backward,2021-06-04 14:50:37.397576,2021-06-04 14:50:40.840702,0:00:03.443126
G9A2: giving object,Active,Forward,2021-06-04 14:51:47.597277,2021-06-04 14:51:50.403790,0:00:02.806513
G9A2: giving object,Active,Backward,2021-06-04 14:51:54.199744,2021-06-04 14:51:57.086348,0:00:02.886604
