Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-05-18 14:17:32.505803,2021-05-18 14:17:34.915122,0:00:02.409319
G1A2: nod head,Active,Forward,2021-05-18 14:17:44.893358,2021-05-18 14:17:46.771264,0:00:01.877906
G1A2: nod head,Active,Backward,2021-05-18 14:17:51.842796,2021-05-18 14:17:53.500011,0:00:01.657215
G1A2: nod head,Passive,Forward,2021-05-18 14:18:03.026462,2021-05-18 14:18:04.524788,0:00:01.498326
G1A2: nod head,Passive,Backward,2021-05-18 14:18:10.245276,2021-05-18 14:18:11.818815,0:00:01.573539
G2A2: bow,Passive,Backward,2021-05-18 14:18:20.585867,2021-05-18 14:18:22.725196,0:00:02.139329
G2A2: bow,Passive,Forward,2021-05-18 14:18:29.874346,2021-05-18 14:18:31.807699,0:00:01.933353
G2A2: bow,Active,Backward,2021-05-18 14:18:37.610844,2021-05-18 14:18:39.938581,0:00:02.327737
G2A2: bow,Active,Forward,2021-05-18 14:18:48.601586,2021-05-18 14:18:50.830970,0:00:02.229384
G2A2: bow,Passive,Backward,2021-05-18 14:18:54.977968,2021-05-18 14:18:57.207407,0:00:02.229439
G3A2: shake hands,Active,Forward,2021-05-18 14:19:52.896951,2021-05-18 14:19:54.879483,0:00:01.982532
G3A2: shake hands,Active,Backward,2021-05-18 14:20:07.756217,2021-05-18 14:20:09.420197,0:00:01.663980
G3A2: shake hands,Passive,Forward,2021-05-18 14:20:17.634523,2021-05-18 14:20:19.528202,0:00:01.893679
G3A2: shake hands,Passive,Backward,2021-05-18 14:20:23.659128,2021-05-18 14:20:26.454261,0:00:02.795133
G4A2: rock-paper-scissors,Active,Forward,2021-05-18 14:20:40.841303,2021-05-18 14:20:43.094943,0:00:02.253640
G4A2: rock-paper-scissors,Active,Forward,2021-05-18 14:20:50.455749,2021-05-18 14:20:53.267142,0:00:02.811393
G4A2: rock-paper-scissors,Active,Backward,2021-05-18 14:20:59.059109,2021-05-18 14:21:01.559330,0:00:02.500221
G4A2: rock-paper-scissors,Passive,Forward,2021-05-18 14:21:12.903471,2021-05-18 14:21:15.517809,0:00:02.614338
G4A2: rock-paper-scissors,Passive,Backward,2021-05-18 14:21:27.425128,2021-05-18 14:21:29.645989,0:00:02.220861
G5A2: touch elbows,Active,Forward,2021-05-18 14:21:49.519616,2021-05-18 14:21:52.174869,0:00:02.655253
G5A2: touch elbows,Active,Backward,2021-05-18 14:21:56.699139,2021-05-18 14:21:58.592590,0:00:01.893451
G5A2: touch elbows,Passive,Forward,2021-05-18 14:22:06.229054,2021-05-18 14:22:08.696621,0:00:02.467567
G5A2: touch elbows,Passive,Backward,2021-05-18 14:22:13.745381,2021-05-18 14:22:16.221114,0:00:02.475733
G6A2: wave hand,Active,Forward,2021-05-18 14:22:26.586618,2021-05-18 14:22:28.609803,0:00:02.023185
G6A2: wave hand,Active,Backward,2021-05-18 14:22:33.190823,2021-05-18 14:22:35.643109,0:00:02.452286
G6A2: wave hand,Passive,Forward,2021-05-18 14:22:41.068066,2021-05-18 14:22:43.485841,0:00:02.417775
G6A2: wave hand,Passive,Backward,2021-05-18 14:22:47.231266,2021-05-18 14:22:49.492980,0:00:02.261714
G7A2: fist bumping,Active,Forward,2021-05-18 14:23:01.929902,2021-05-18 14:23:03.683982,0:00:01.754080
G7A2: fist bumping,Active,Backward,2021-05-18 14:23:06.666144,2021-05-18 14:23:08.608706,0:00:01.942562
G7A2: fist bumping,Passive,Forward,2021-05-18 14:23:14.089629,2021-05-18 14:23:16.237426,0:00:02.147797
G7A2: fist bumping,Passive,Backward,2021-05-18 14:23:20.573106,2021-05-18 14:23:22.671473,0:00:02.098367
G8A2: pat on back,Active,Forward,2021-05-18 14:23:45.109387,2021-05-18 14:23:47.592652,0:00:02.483265
G8A2: pat on back,Active,Backward,2021-05-18 14:23:52.149206,2021-05-18 14:23:55.336943,0:00:03.187737
G8A2: pat on back,Passive,Forward,2021-05-18 14:24:02.233431,2021-05-18 14:24:04.733099,0:00:02.499668
G8A2: pat on back,Passive,Backward,2021-05-18 14:24:12.390055,2021-05-18 14:24:15.422681,0:00:03.032626
G8A2: pat on back,Passive,Backward,2021-05-18 14:24:19.094049,2021-05-18 14:24:21.503271,0:00:02.409222
G9A2: giving object,Active,Forward,2021-05-18 14:24:45.813654,2021-05-18 14:24:48.331555,0:00:02.517901
G9A2: giving object,Active,Backward,2021-05-18 14:24:52.879169,2021-05-18 14:24:54.944373,0:00:02.065204
G9A2: giving object,Passive,Forward,2021-05-18 14:25:00.378197,2021-05-18 14:25:02.327708,0:00:01.949511
G9A2: giving object,Passive,Backward,2021-05-18 14:25:05.991769,2021-05-18 14:25:08.139239,0:00:02.147470
G9A2: giving object,Passive,Backward,2021-05-18 14:25:17.838487,2021-05-18 14:25:20.170525,0:00:02.332038
G10A2: exchange object,Active,Forward,2021-05-18 14:25:45.509546,2021-05-18 14:25:48.353739,0:00:02.844193
G10A2: exchange object,Active,Backward,2021-05-18 14:25:53.024828,2021-05-18 14:25:55.860552,0:00:02.835724
G10A2: exchange object,Passive,Forward,2021-05-18 14:26:02.988593,2021-05-18 14:26:05.603219,0:00:02.614626
G10A2: exchange object,Passive,Backward,2021-05-18 14:26:09.981957,2021-05-18 14:26:12.719270,0:00:02.737313
G11A2: clapping; hushing,Active,Forward,2021-05-18 14:26:54.804845,2021-05-18 14:26:57.673439,0:00:02.868594
G11A2: clapping; hushing,Active,Backward,2021-05-18 14:27:03.385026,2021-05-18 14:27:05.761481,0:00:02.376455
G11A2: clapping; hushing,Passive,Forward,2021-05-18 14:27:16.340981,2021-05-18 14:27:18.889850,0:00:02.548869
G11A2: clapping; hushing,Passive,Backward,2021-05-18 14:27:48.652572,2021-05-18 14:27:51.276173,0:00:02.623601
G12A2: drink water; brush teeth,Active,Forward,2021-05-18 14:28:26.694338,2021-05-18 14:28:30.307595,0:00:03.613257
G12A2: drink water; brush teeth,Active,Backward,2021-05-18 14:28:34.773322,2021-05-18 14:28:38.076734,0:00:03.303412
G12A2: drink water; brush teeth,Passive,Forward,2021-05-18 14:28:46.704042,2021-05-18 14:28:49.737025,0:00:03.032983
G12A2: drink water; brush teeth,Passive,Backward,2021-05-18 14:28:53.466088,2021-05-18 14:28:56.006951,0:00:02.540863
G13A2: stand up; jump up,Active,Forward,2021-05-18 14:30:03.889511,2021-05-18 14:30:06.265883,0:00:02.376372
G13A2: stand up; jump up,Active,Backward,2021-05-18 14:30:16.891385,2021-05-18 14:30:19.521473,0:00:02.630088
G13A2: stand up; jump up,Passive,Forward,2021-05-18 14:30:38.922949,2021-05-18 14:30:41.324319,0:00:02.401370
G13A2: stand up; jump up,Passive,Backward,2021-05-18 14:30:50.984961,2021-05-18 14:30:53.376885,0:00:02.391924
G14A2: take off a hat; play a phone,Active,Forward,2021-05-18 14:31:32.269003,2021-05-18 14:31:35.096285,0:00:02.827282
G14A2: take off a hat; play a phone,Active,Backward,2021-05-18 14:31:41.226146,2021-05-18 14:31:43.692622,0:00:02.466476
G14A2: take off a hat; play a phone,Passive,Forward,2021-05-18 14:32:07.214103,2021-05-18 14:32:10.263871,0:00:03.049768
G14A2: take off a hat; play a phone,Passive,Backward,2021-05-18 14:32:14.247163,2021-05-18 14:32:17.616573,0:00:03.369410
G15A2: take a selfie; wipe face,Active,Forward,2021-05-18 14:33:08.943763,2021-05-18 14:33:12.968200,0:00:04.024437
G15A2: take a selfie; wipe face,Active,Backward,2021-05-18 14:33:26.527226,2021-05-18 14:33:29.665311,0:00:03.138085
G15A2: take a selfie; wipe face,Passive,Forward,2021-05-18 14:33:41.113698,2021-05-18 14:33:44.901990,0:00:03.788292
G15A2: take a selfie; wipe face,Passive,Backward,2021-05-18 14:33:49.876733,2021-05-18 14:33:53.614742,0:00:03.738009
G16A2: cross hands in front; throat-slitting,Active,Forward,2021-05-18 14:35:19.081140,2021-05-18 14:35:21.511218,0:00:02.430078
G16A2: cross hands in front; throat-slitting,Active,Backward,2021-05-18 14:35:25.793454,2021-05-18 14:35:28.204751,0:00:02.411297
G16A2: cross hands in front; throat-slitting,Passive,Forward,2021-05-18 14:35:34.283722,2021-05-18 14:35:36.251014,0:00:01.967292
G16A2: cross hands in front; throat-slitting,Passive,Backward,2021-05-18 14:35:40.872729,2021-05-18 14:35:43.176298,0:00:02.303569
G17A2: crawling; open bottle,Active,Forward,2021-05-18 14:36:20.414926,2021-05-18 14:36:23.333463,0:00:02.918537
G17A2: crawling; open bottle,Active,Forward,2021-05-18 14:36:38.631251,2021-05-18 14:36:42.171626,0:00:03.540375
