Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-05-29 14:44:05.506547,2021-05-29 14:44:08.038572,0:00:02.532025
G1A2: nod head,Active,Forward,2021-05-29 14:44:18.799888,2021-05-29 14:44:21.774550,0:00:02.974662
G1A2: nod head,Active,Backward,2021-05-29 14:44:36.074876,2021-05-29 14:44:38.696677,0:00:02.621801
G1A2: nod head,Passive,Forward,2021-05-29 14:44:49.816242,2021-05-29 14:44:52.928989,0:00:03.112747
G1A2: nod head,Passive,Backward,2021-05-29 14:44:58.961282,2021-05-29 14:45:01.665378,0:00:02.704096
G2A2: bow,Active,Forward,2021-05-29 14:46:03.938322,2021-05-29 14:46:07.439548,0:00:03.501226
G2A2: bow,Active,Backward,2021-05-29 14:46:32.875970,2021-05-29 14:46:36.251304,0:00:03.375334
G2A2: bow,Passive,Forward,2021-05-29 14:46:52.755805,2021-05-29 14:46:55.992473,0:00:03.236668
G2A2: bow,Passive,Backward,2021-05-29 14:47:02.235911,2021-05-29 14:47:05.471726,0:00:03.235815
G3A2: shake hands,Active,Forward,2021-05-29 14:47:15.753293,2021-05-29 14:47:18.949575,0:00:03.196282
G3A2: shake hands,Active,Backward,2021-05-29 14:47:25.380171,2021-05-29 14:47:28.825435,0:00:03.445264
G3A2: shake hands,Passive,Forward,2021-05-29 14:47:35.997559,2021-05-29 14:47:38.941582,0:00:02.944023
G3A2: shake hands,Passive,Backward,2021-05-29 14:47:44.147917,2021-05-29 14:47:48.230430,0:00:04.082513
G4A2: rock-paper-scissors,Active,Forward,2021-05-29 14:48:14.324884,2021-05-29 14:48:18.470367,0:00:04.145483
G4A2: rock-paper-scissors,Active,Backward,2021-05-29 14:48:37.418548,2021-05-29 14:48:41.491247,0:00:04.072699
G4A2: rock-paper-scissors,Passive,Forward,2021-05-29 14:48:49.115930,2021-05-29 14:48:53.201309,0:00:04.085379
G4A2: rock-paper-scissors,Passive,Backward,2021-05-29 14:49:02.057935,2021-05-29 14:49:05.901374,0:00:03.843439
G5A2: touch elbows,Active,Forward,2021-05-29 14:49:28.057815,2021-05-29 14:49:31.171745,0:00:03.113930
G5A2: touch elbows,Active,Backward,2021-05-29 14:49:46.849787,2021-05-29 14:49:50.086947,0:00:03.237160
G5A2: touch elbows,Passive,Forward,2021-05-29 14:49:58.004485,2021-05-29 14:50:01.488010,0:00:03.483525
G5A2: touch elbows,Passive,Backward,2021-05-29 14:50:07.339959,2021-05-29 14:50:10.632218,0:00:03.292259
G6A2: wave hand,Active,Forward,2021-05-29 14:50:56.203070,2021-05-29 14:50:58.881783,0:00:02.678713
G6A2: wave hand,Active,Backward,2021-05-29 14:51:03.438124,2021-05-29 14:51:05.970417,0:00:02.532293
G6A2: wave hand,Passive,Forward,2021-05-29 14:51:12.165665,2021-05-29 14:51:14.935321,0:00:02.769656
G6A2: wave hand,Passive,Backward,2021-05-29 14:51:20.189442,2021-05-29 14:51:23.331297,0:00:03.141855
G7A2: fist bumping,Active,Forward,2021-05-29 14:52:03.560257,2021-05-29 14:52:06.366987,0:00:02.806730
G7A2: fist bumping,Active,Backward,2021-05-29 14:52:12.467497,2021-05-29 14:52:15.458111,0:00:02.990614
G7A2: fist bumping,Passive,Forward,2021-05-29 14:52:20.471444,2021-05-29 14:52:23.495108,0:00:03.023664
G7A2: fist bumping,Passive,Backward,2021-05-29 14:52:26.241192,2021-05-29 14:52:28.617242,0:00:02.376050
G8A2: pat on back,Active,Forward,2021-05-29 14:52:46.256593,2021-05-29 14:52:49.878943,0:00:03.622350
G8A2: pat on back,Active,Backward,2021-05-29 14:52:56.679877,2021-05-29 14:52:59.908179,0:00:03.228302
G8A2: pat on back,Passive,Forward,2021-05-29 14:53:08.363370,2021-05-29 14:53:11.438645,0:00:03.075275
G8A2: pat on back,Passive,Backward,2021-05-29 14:53:16.470371,2021-05-29 14:53:19.912809,0:00:03.442438
G9A2: giving object,Active,Forward,2021-05-29 14:53:58.292982,2021-05-29 14:54:01.131813,0:00:02.838831
G9A2: giving object,Active,Backward,2021-05-29 14:54:05.388115,2021-05-29 14:54:07.556199,0:00:02.168084
G9A2: giving object,Passive,Forward,2021-05-29 14:54:12.757327,2021-05-29 14:54:16.773451,0:00:04.016124
G9A2: giving object,Passive,Backward,2021-05-29 14:54:22.999252,2021-05-29 14:54:25.787891,0:00:02.788639
G10A2: exchange object,Active,Forward,2021-05-29 14:54:39.802146,2021-05-29 14:54:43.561730,0:00:03.759584
G10A2: exchange object,Active,Backward,2021-05-29 14:54:50.843733,2021-05-29 14:54:54.320524,0:00:03.476791
G10A2: exchange object,Passive,Forward,2021-05-29 14:55:05.187349,2021-05-29 14:55:08.458751,0:00:03.271402
G10A2: exchange object,Passive,Backward,2021-05-29 14:55:46.099773,2021-05-29 14:55:50.047982,0:00:03.948209
G11A2: clapping; hushing,Active,Forward,2021-05-29 14:56:13.364596,2021-05-29 14:56:16.293140,0:00:02.928544
G11A2: clapping; hushing,Active,Backward,2021-05-29 14:56:57.642985,2021-05-29 14:57:01.257705,0:00:03.614720
G11A2: clapping; hushing,Passive,Forward,2021-05-29 14:57:12.823051,2021-05-29 14:57:15.247336,0:00:02.424285
G11A2: clapping; hushing,Passive,Backward,2021-05-29 14:57:19.966425,2021-05-29 14:57:23.048699,0:00:03.082274
G12A2: drink water; brush teeth,Active,Forward,2021-05-29 14:57:59.613975,2021-05-29 14:58:03.841023,0:00:04.227048
G12A2: drink water; brush teeth,Active,Backward,2021-05-29 14:58:18.386915,2021-05-29 14:58:22.904987,0:00:04.518072
G12A2: drink water; brush teeth,Passive,Forward,2021-05-29 14:58:40.735185,2021-05-29 14:58:44.913005,0:00:04.177820
G12A2: drink water; brush teeth,Passive,Backward,2021-05-29 14:58:50.266270,2021-05-29 14:58:54.369251,0:00:04.102981
G13A2: stand up; jump up,Active,Forward,2021-05-29 15:00:07.857484,2021-05-29 15:00:10.998998,0:00:03.141514
G13A2: stand up; jump up,Active,Backward,2021-05-29 15:00:23.302130,2021-05-29 15:00:25.531021,0:00:02.228891
G13A2: stand up; jump up,Passive,Forward,2021-05-29 15:00:43.427876,2021-05-29 15:00:45.894204,0:00:02.466328
G13A2: stand up; jump up,Passive,Backward,2021-05-29 15:00:54.030896,2021-05-29 15:00:57.037856,0:00:03.006960
G14A2: take off a hat; play a phone,Active,Forward,2021-05-29 15:01:35.071495,2021-05-29 15:01:38.482689,0:00:03.411194
G14A2: take off a hat; play a phone,Active,Backward,2021-05-29 15:01:45.143063,2021-05-29 15:01:48.109746,0:00:02.966683
G14A2: take off a hat; play a phone,Passive,Forward,2021-05-29 15:02:02.794943,2021-05-29 15:02:06.180092,0:00:03.385149
G14A2: take off a hat; play a phone,Passive,Backward,2021-05-29 15:02:11.705378,2021-05-29 15:02:15.121232,0:00:03.415854
G15A2: take a selfie; wipe face,Active,Forward,2021-05-29 15:03:04.485607,2021-05-29 15:03:07.566499,0:00:03.080892
G15A2: take a selfie; wipe face,Active,Backward,2021-05-29 15:03:17.921389,2021-05-29 15:03:21.403015,0:00:03.481626
G15A2: take a selfie; wipe face,Passive,Forward,2021-05-29 15:03:41.811260,2021-05-29 15:03:45.769646,0:00:03.958386
G15A2: take a selfie; wipe face,Passive,Backward,2021-05-29 15:03:50.699829,2021-05-29 15:03:54.869365,0:00:04.169536
G16A2: cross hands in front; throat-slitting,Active,Forward,2021-05-29 15:04:36.941209,2021-05-29 15:04:40.423674,0:00:03.482465
G16A2: cross hands in front; throat-slitting,Active,Backward,2021-05-29 15:04:48.385598,2021-05-29 15:04:51.159668,0:00:02.774070
G16A2: cross hands in front; throat-slitting,Passive,Forward,2021-05-29 15:04:58.165783,2021-05-29 15:05:00.354059,0:00:02.188276
G16A2: cross hands in front; throat-slitting,Passive,Backward,2021-05-29 15:05:06.438882,2021-05-29 15:05:08.785923,0:00:02.347041
G17A2: crawling; open bottle,Active,Forward,2021-05-29 15:05:30.622359,2021-05-29 15:05:34.808766,0:00:04.186407
G17A2: crawling; open bottle,Active,Backward,2021-05-29 15:05:44.155246,2021-05-29 15:05:48.072352,0:00:03.917106
G17A2: crawling; open bottle,Passive,Forward,2021-05-29 15:06:07.721664,2021-05-29 15:06:12.811523,0:00:05.089859
G17A2: crawling; open bottle,Passive,Backward,2021-05-29 15:06:25.323915,2021-05-29 15:06:29.842558,0:00:04.518643
G18A2: sneeze; yawn,Active,Forward,2021-05-29 15:06:59.753561,2021-05-29 15:07:04.433967,0:00:04.680406
