Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-02 10:27:24.161025,2021-06-02 10:27:26.892392,0:00:02.731367
G1A2: nod head,Active,Backward,2021-06-02 10:27:44.219757,2021-06-02 10:27:46.906753,0:00:02.686996
G1A2: nod head,Passive,Forward,2021-06-02 10:27:56.774964,2021-06-02 10:27:59.557151,0:00:02.782187
G1A2: nod head,Passive,Backward,2021-06-02 10:28:06.424157,2021-06-02 10:28:09.469155,0:00:03.044998
G2A2: bow,Active,Forward,2021-06-02 10:28:23.487980,2021-06-02 10:28:26.815980,0:00:03.328000
G2A2: bow,Active,Backward,2021-06-02 10:28:31.445778,2021-06-02 10:28:34.687570,0:00:03.241792
G2A2: bow,Passive,Forward,2021-06-02 10:28:41.195600,2021-06-02 10:28:44.332976,0:00:03.137376
G2A2: bow,Passive,Backward,2021-06-02 10:28:49.386644,2021-06-02 10:28:53.915054,0:00:04.528410
G3A2: shake hands,Active,Forward,2021-06-02 10:29:13.321837,2021-06-02 10:29:16.554878,0:00:03.233041
G3A2: shake hands,Active,Backward,2021-06-02 10:29:21.528158,2021-06-02 10:29:24.492003,0:00:02.963845
G3A2: shake hands,Passive,Forward,2021-06-02 10:29:31.131648,2021-06-02 10:29:33.993944,0:00:02.862296
G3A2: shake hands,Passive,Backward,2021-06-02 10:29:40.771383,2021-06-02 10:29:43.872734,0:00:03.101351
G4A2: rock-paper-scissors,Active,Forward,2021-06-02 10:30:03.484465,2021-06-02 10:30:07.255020,0:00:03.770555
G4A2: rock-paper-scissors,Active,Backward,2021-06-02 10:30:14.302999,2021-06-02 10:30:16.858423,0:00:02.555424
G4A2: rock-paper-scissors,Passive,Forward,2021-06-02 10:30:23.954087,2021-06-02 10:30:26.891100,0:00:02.937013
G4A2: rock-paper-scissors,Passive,Backward,2021-06-02 10:30:32.831647,2021-06-02 10:30:36.059271,0:00:03.227624
G5A2: touch elbows,Active,Forward,2021-06-02 10:30:50.096973,2021-06-02 10:30:52.829457,0:00:02.732484
G5A2: touch elbows,Active,Backward,2021-06-02 10:30:58.051499,2021-06-02 10:31:01.256522,0:00:03.205023
G5A2: touch elbows,Passive,Forward,2021-06-02 10:31:06.829258,2021-06-02 10:31:09.834078,0:00:03.004820
G5A2: touch elbows,Passive,Backward,2021-06-02 10:31:14.943122,2021-06-02 10:31:17.856086,0:00:02.912964
G6A2: wave hand,Active,Forward,2021-06-02 10:31:27.776439,2021-06-02 10:31:30.361344,0:00:02.584905
G6A2: wave hand,Active,Backward,2021-06-02 10:31:35.814949,2021-06-02 10:31:38.242048,0:00:02.427099
G6A2: wave hand,Passive,Forward,2021-06-02 10:31:45.237936,2021-06-02 10:31:48.323133,0:00:03.085197
G6A2: wave hand,Passive,Backward,2021-06-02 10:31:52.748220,2021-06-02 10:31:55.673839,0:00:02.925619
G7A2: fist bumping,Active,Forward,2021-06-02 10:32:06.080882,2021-06-02 10:32:08.671589,0:00:02.590707
G7A2: fist bumping,Active,Backward,2021-06-02 10:32:14.130822,2021-06-02 10:32:16.727388,0:00:02.596566
G7A2: fist bumping,Passive,Forward,2021-06-02 10:32:22.924361,2021-06-02 10:32:26.081126,0:00:03.156765
