Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-21 15:18:33.719325,2021-06-21 15:18:36.538476,0:00:02.819151
G1A2: nod head,Active,Forward,2021-06-21 15:19:02.460381,2021-06-21 15:19:06.163298,0:00:03.702917
G1A2: nod head,Active,Backward,2021-06-21 15:19:25.617126,2021-06-21 15:19:27.887375,0:00:02.270249
G1A2: nod head,Passive,Forward,2021-06-21 15:19:35.732834,2021-06-21 15:19:38.281669,0:00:02.548835
G1A2: nod head,Passive,Backward,2021-06-21 15:19:45.932569,2021-06-21 15:19:47.677490,0:00:01.744921
G2A2: bow,Active,Forward,2021-06-21 15:20:22.880847,2021-06-21 15:20:25.252297,0:00:02.371450
G2A2: bow,Active,Backward,2021-06-21 15:20:30.885812,2021-06-21 15:20:33.749310,0:00:02.863498
G2A2: bow,Passive,Forward,2021-06-21 15:20:42.683323,2021-06-21 15:20:44.800484,0:00:02.117161
G2A2: bow,Passive,Backward,2021-06-21 15:20:50.483748,2021-06-21 15:20:53.215453,0:00:02.731705
G3A2: shake hands,Active,Forward,2021-06-21 15:21:06.790521,2021-06-21 15:21:09.617214,0:00:02.826693
G3A2: shake hands,Active,Backward,2021-06-21 15:21:34.172691,2021-06-21 15:21:37.125984,0:00:02.953293
G3A2: shake hands,Passive,Forward,2021-06-21 15:21:43.591528,2021-06-21 15:21:46.361237,0:00:02.769709
G3A2: shake hands,Passive,Backward,2021-06-21 15:21:50.667934,2021-06-21 15:21:52.744442,0:00:02.076508
G4A2: rock-paper-scissors,Active,Forward,2021-06-21 15:22:09.269732,2021-06-21 15:22:12.649582,0:00:03.379850
G4A2: rock-paper-scissors,Active,Backward,2021-06-21 15:22:18.140087,2021-06-21 15:22:21.097594,0:00:02.957507
G4A2: rock-paper-scissors,Passive,Forward,2021-06-21 15:22:27.641742,2021-06-21 15:22:30.682187,0:00:03.040445
G4A2: rock-paper-scissors,Passive,Backward,2021-06-21 15:22:34.225853,2021-06-21 15:22:37.106489,0:00:02.880636
G5A2: touch elbows,Active,Forward,2021-06-21 15:23:03.561358,2021-06-21 15:23:06.117087,0:00:02.555729
G5A2: touch elbows,Active,Backward,2021-06-21 15:23:10.853476,2021-06-21 15:23:13.073622,0:00:02.220146
