Action ID,Active,Orientation,Start Time,End Time,Last Time
G1A2: nod head,Active,Forward,2021-06-19 10:25:11.179912,2021-06-19 10:25:14.530701,0:00:03.350789
G1A2: nod head,Active,Forward,2021-06-19 10:25:28.751034,2021-06-19 10:25:31.198937,0:00:02.447903
G1A2: nod head,Active,Forward,2021-06-19 10:25:51.871953,2021-06-19 10:25:55.255063,0:00:03.383110
G1A2: nod head,Active,Backward,2021-06-19 10:26:00.927090,2021-06-19 10:26:04.246523,0:00:03.319433
G1A2: nod head,Passive,Forward,2021-06-19 10:26:10.289929,2021-06-19 10:26:13.080950,0:00:02.791021
G1A2: nod head,Passive,Backward,2021-06-19 10:26:15.841927,2021-06-19 10:26:19.023694,0:00:03.181767
G2A2: bow,Active,Forward,2021-06-19 10:26:33.453410,2021-06-19 10:26:36.538804,0:00:03.085394
G2A2: bow,Active,Backward,2021-06-19 10:26:40.396287,2021-06-19 10:26:43.058683,0:00:02.662396
G2A2: bow,Passive,Forward,2021-06-19 10:26:48.536116,2021-06-19 10:26:51.481039,0:00:02.944923
G2A2: bow,Passive,Backward,2021-06-19 10:26:55.277522,2021-06-19 10:26:58.319390,0:00:03.041868
G3A2: shake hands,Active,Forward,2021-06-19 10:27:10.543800,2021-06-19 10:27:15.119141,0:00:04.575341
G3A2: shake hands,Active,Backward,2021-06-19 10:27:20.626619,2021-06-19 10:27:26.508955,0:00:05.882336
G3A2: shake hands,Active,Backward,2021-06-19 10:27:31.004084,2021-06-19 10:27:33.997299,0:00:02.993215
G3A2: shake hands,Passive,Forward,2021-06-19 10:27:38.574170,2021-06-19 10:27:41.625552,0:00:03.051382
G3A2: shake hands,Passive,Backward,2021-06-19 10:27:49.484402,2021-06-19 10:27:54.286203,0:00:04.801801
G3A2: shake hands,Passive,Backward,2021-06-19 10:27:58.990367,2021-06-19 10:28:01.694415,0:00:02.704048
G4A2: rock-paper-scissors,Active,Forward,2021-06-19 10:28:15.076964,2021-06-19 10:28:19.611788,0:00:04.534824
G4A2: rock-paper-scissors,Active,Backward,2021-06-19 10:28:22.995823,2021-06-19 10:28:28.142108,0:00:05.146285
G4A2: rock-paper-scissors,Passive,Forward,2021-06-19 10:28:43.557675,2021-06-19 10:28:49.276160,0:00:05.718485
G4A2: rock-paper-scissors,Passive,Backward,2021-06-19 10:28:52.053297,2021-06-19 10:28:57.386863,0:00:05.333566
G5A2: touch elbows,Active,Forward,2021-06-19 10:29:20.147017,2021-06-19 10:29:23.302267,0:00:03.155250
G5A2: touch elbows,Active,Backward,2021-06-19 10:29:26.653861,2021-06-19 10:29:29.647308,0:00:02.993447
G5A2: touch elbows,Passive,Forward,2021-06-19 10:29:35.421890,2021-06-19 10:29:39.020066,0:00:03.598176
G5A2: touch elbows,Passive,Backward,2021-06-19 10:29:42.369830,2021-06-19 10:29:46.072482,0:00:03.702652
G6A2: wave hand,Active,Forward,2021-06-19 10:29:56.780379,2021-06-19 10:29:59.944539,0:00:03.164160
G6A2: wave hand,Active,Backward,2021-06-19 10:30:03.825990,2021-06-19 10:30:06.336392,0:00:02.510402
G6A2: wave hand,Passive,Forward,2021-06-19 10:30:11.829289,2021-06-19 10:30:14.418650,0:00:02.589361
G6A2: wave hand,Passive,Backward,2021-06-19 10:30:16.679955,2021-06-19 10:30:19.379312,0:00:02.699357
G7A2: fist bumping,Active,Forward,2021-06-19 10:30:33.486853,2021-06-19 10:30:36.280721,0:00:02.793868
G7A2: fist bumping,Active,Backward,2021-06-19 10:30:39.292121,2021-06-19 10:30:41.793299,0:00:02.501178
G7A2: fist bumping,Passive,Forward,2021-06-19 10:30:51.272609,2021-06-19 10:30:54.149048,0:00:02.876439
G7A2: fist bumping,Passive,Backward,2021-06-19 10:30:57.010009,2021-06-19 10:30:59.876742,0:00:02.866733
G8A2: pat on back,Active,Forward,2021-06-19 10:31:45.883288,2021-06-19 10:31:48.916990,0:00:03.033702
G8A2: pat on back,Active,Backward,2021-06-19 10:31:52.948379,2021-06-19 10:31:55.586571,0:00:02.638192
G8A2: pat on back,Passive,Forward,2021-06-19 10:32:03.522728,2021-06-19 10:32:07.050412,0:00:03.527684
